diravg,humidrel,rainamount,raindays,tempavg,windavg,within_5km,within_10km,within_30km,within_5km_fact,within_10km_fact,within_30km_fact,height,scale_damage
15,11.0,4.5,5,18.1,5.6,0.0,1.0,3.0,2,5,6,210.8,1.0
2,30.0,6.5,5,19.0,5.1,0.0,0.0,3.0,0,0,13,49.4,0.0
2,19.0,10.0,5,19.3,6.5,1.0,1.0,5.0,10,13,48,135.2,1.0
5,22.0,8.0,5,16.8,3.6,0.0,0.0,8.0,0,0,153,340.1,2.0
5,21.0,6.0,5,20.2,4.8,1.0,1.0,9.0,10,11,50,121.5,2.0
2,19.0,10.0,5,18.2,6.3,0.0,1.0,4.0,3,11,47,347.8,2.0
2,19.0,2.5,5,20.7,4.0,2.0,6.0,28.0,47,208,509,173.0,0.0
12,26.0,6.5,5,15.5,3.8,0.0,0.0,3.0,0,0,2,943.9,2.0
5,18.0,5.5,5,17.8,7.3,0.0,1.0,22.0,2,29,356,125.8,0.0
10,55.0,1.5,4,17.6,1.3,1.0,8.0,42.0,11,180,596,234.7,0.0
15,65.0,4.5,4,10.2,0.5,1.0,1.0,1.0,2,5,5,405.2,2.0
21,54.0,1.5,3,14.0,3.5,5.0,13.0,42.0,22,207,531,95.4,0.0
18,33.0,6.0,3,19.5,3.5,0.0,1.0,5.0,0,0,107,427.3,0.0
18,35.0,7.0,3,17.7,4.8,0.0,0.0,3.0,0,3,54,58.0,2.0
25,24.0,7.0,3,20.2,3.4,0.0,0.0,7.0,0,0,30,163.7,0.0
15,29.0,3.5,3,19.1,4.2,0.0,0.0,2.0,3,7,32,184.1,2.0
12,28.0,4.0,3,18.8,3.8,1.0,1.0,4.0,1,1,12,124.4,2.0
18,28.0,1.0,3,17.7,2.1,0.0,0.0,1.0,0,0,3,685.6,0.0
19,27.0,6.5,3,18.6,5.1,1.0,1.0,9.0,2,4,115,73.3,0.0
19,35.0,1.5,3,14.3,5.1,3.0,7.0,40.0,32,96,419,121.3,0.0
19,27.0,6.5,3,18.6,5.1,0.0,1.0,8.0,1,4,110,93.6,2.0
8,57.0,5.5,3,8.3,0.5,0.0,0.0,5.0,0,0,0,486.8,0.0
12,24.0,8.5,2,13.3,3.1,0.0,0.0,5.0,0,0,30,725.2,1.0
19,21.0,0.5,9,19.1,4.4,1.0,1.0,10.0,0,6,50,160.5,0.0
18,14.0,0.5,9,20.8,4.5,0.0,1.0,6.0,2,20,60,404.1,2.0
17,33.0,6.5,10,16.7,2.1,1.0,1.0,2.0,3,3,8,104.0,0.0
25,37.0,1.5,9,15.5,4.4,1.0,10.0,43.0,11,67,576,307.7,0.0
18,34.0,1.5,9,16.2,5.0,2.0,9.0,47.0,21,159,738,93.9,0.0
21,17.0,0.5,9,19.3,3.7,0.0,1.0,11.0,0,5,52,236.2,2.0
18,42.0,10.0,10,14.6,4.2,1.0,1.0,5.0,3,8,64,496.9,2.0
21,35.0,1.0,8,11.5,3.0,0.0,0.0,1.0,1,1,3,265.2,2.0
12,35.0,0.5,4,13.8,4.6,0.0,3.0,12.0,13,84,190,265.2,0.0
25,41.0,11.0,7,14.3,2.7,0.0,1.0,5.0,0,1,46,100.8,1.0
24,28.0,1.5,6,12.0,2.3,2.0,11.0,46.0,26,208,668,228.0,0.0
14,37.0,0.5,6,15.5,2.0,0.0,0.0,3.0,3,3,27,256.4,0.0
30,53.0,0.5,6,8.3,0.2,1.0,1.0,10.0,0,7,183,436.5,0.0
25,23.0,0.5,5,17.8,0.6,0.0,0.0,7.0,0,0,93,547.0,0.0
5,32.0,0.5,5,14.8,3.2,1.0,1.0,9.0,0,7,50,84.6,0.0
10,22.0,0.5,5,17.3,1.4,0.0,0.0,6.0,0,3,91,599.9,1.0
12,28.0,0.5,5,15.3,2.7,0.0,0.0,4.0,0,0,58,363.3,1.0
7,29.0,1.5,5,14.0,1.6,0.0,1.0,3.0,1,2,2,335.6,2.0
8,22.0,0.5,5,16.6,1.7,0.0,1.0,3.0,2,3,37,560.6,2.0
7,36.0,9.5,6,13.1,1.3,0.0,1.0,5.0,1,2,44,823.4,0.0
5,45.0,2.0,5,10.1,1.8,0.0,0.0,3.0,0,0,1,593.5,2.0
14,37.0,22.5,5,12.1,3.4,0.0,0.0,11.0,0,8,113,55.3,0.0
3,50.0,6.0,5,11.6,4.1,0.0,1.0,14.0,1,6,155,424.4,0.0
15,38.0,0.5,4,13.8,4.0,0.0,0.0,8.0,0,0,104,281.3,2.0
25,45.0,8.0,4,9.7,2.4,1.0,4.0,29.0,21,131,605,91.2,0.0
25,25.0,8.0,4,13.1,3.3,1.0,4.0,27.0,13,179,539,52.7,0.0
12,54.0,8.0,4,9.9,2.2,2.0,5.0,33.0,38,179,642,106.1,0.0
15,36.0,0.5,3,12.2,2.2,1.0,2.0,6.0,8,31,61,142.7,0.0
3,38.0,0.5,2,10.2,3.6,0.0,0.0,8.0,1,5,88,418.6,1.0
11,37.0,3.5,8,12.5,1.4,0.0,1.0,26.0,9,32,416,56.8,0.0
7,41.0,1.0,6,9.6,1.1,0.0,2.0,12.0,9,20,190,240.7,0.0
19,28.0,2.0,5,10.7,2.5,0.0,0.0,4.0,0,0,3,472.0,0.0
25,21.0,0.5,4,11.3,4.1,3.0,9.0,48.0,19,118,774,125.7,0.0
25,21.0,0.5,4,11.3,4.1,4.0,12.0,39.0,22,176,463,348.6,0.0
21,33.0,0.5,4,9.6,3.2,5.0,11.0,40.0,61,204,481,93.4,0.0
12,35.0,0.5,2,8.0,2.2,3.0,10.0,48.0,9,107,810,159.8,0.0
10,46.0,0.5,2,9.4,4.6,0.0,0.0,0.0,0,0,6,151.6,2.0
24,25.0,2.5,1,0.9,2.9,2.0,10.0,49.0,11,88,829,159.8,0.0
15,45.0,2.5,3,12.3,3.1,0.0,0.0,3.0,0,1,14,324.9,0.0
25,43.0,0.5,9,7.3,3.5,0.0,3.0,41.0,8,58,777,204.1,0.0
3,43.0,4.0,9,7.1,1.7,0.0,0.0,4.0,0,2,23,68.0,2.0
24,46.0,2.0,8,10.3,2.3,1.0,1.0,3.0,2,2,17,232.7,1.0
21,38.0,1.5,6,10.0,1.1,0.0,0.0,3.0,0,4,16,262.6,0.0
12,45.0,7.0,5,7.3,4.9,0.0,0.0,5.0,1,2,52,527.8,2.0
19,24.0,1.5,4,8.4,3.2,2.0,5.0,37.0,11,50,369,693.1,0.0
21,49.0,1.5,3,2.1,2.6,3.0,12.0,46.0,93,222,725,295.9,0.0
12,41.0,7.0,3,7.8,3.2,0.0,1.0,5.0,2,5,55,443.2,1.0
21,34.0,1.0,2,6.1,2.7,0.0,1.0,5.0,1,6,59,371.3,0.0
21,39.0,2.5,11,4.3,3.1,0.0,1.0,12.0,3,5,181,101.5,0.0
25,16.0,2.5,10,9.2,6.5,0.0,1.0,14.0,1,6,179,424.4,1.0
25,46.0,5.6,10,4.5,3.8,3.0,7.0,40.0,32,96,419,121.3,0.0
19,56.0,0.5,6,3.0,3.6,0.0,0.0,10.0,1,1,303,335.8,2.0
12,35.0,0.6,1,7.6,2.2,0.0,1.0,4.0,0,17,40,358.9,2.0
12,25.0,0.5,17,6.5,3.8,0.0,1.0,5.0,0,12,52,173.2,1.0
18,38.0,0.7,12,3.9,2.5,0.0,2.0,9.0,8,81,183,439.0,0.0
21,30.0,0.5,19,12.6,2.0,0.0,1.0,11.0,2,6,129,248.1,2.0
19,35.0,5.5,19,8.5,2.5,1.0,2.0,2.0,0,0,0,52.2,0.0
12,35.0,1.5,27,10.8,1.7,0.0,0.0,5.0,0,1,25,561.8,2.0
21,29.0,1.5,18,6.3,4.8,0.0,0.0,2.0,0,0,8,503.0,0.0
12,40.0,1.0,15,4.3,5.1,0.0,1.0,11.0,0,2,43,413.0,0.0
25,18.0,0.5,5,5.2,2.8,0.0,0.0,6.0,3,3,60,532.5,1.0
24,26.0,1.0,7,3.0,4.4,0.0,0.0,8.0,0,0,33,312.0,2.0
11,47.0,3.2,6,4.1,1.6,0.0,1.0,11.0,2,12,116,55.3,0.0
11,26.0,2.5,4,2.4,3.8,0.0,0.0,6.0,1,7,61,510.9,2.0
24,37.0,1.0,7,4.4,5.8,1.0,4.0,16.0,21,130,247,387.6,1.0
8,67.0,1.5,3,9.5,9.4,0.0,1.0,4.0,14,21,46,325.0,2.0
14,30.0,1.0,6,11.8,1.2,0.0,0.0,7.0,0,3,92,816.1,1.0
15,31.0,0.5,6,9.2,1.0,0.0,0.0,7.0,1,9,64,600.2,2.0
7,29.0,0.5,3,8.8,0.6,0.0,1.0,4.0,1,3,13,843.1,1.0
25,35.0,7.0,6,9.8,6.0,3.0,6.0,14.0,39,134,197,140.1,0.0
19,65.0,0.5,5,10.8,2.4,2.0,9.0,49.0,12,82,832,159.8,0.0
30,32.0,1.0,24,11.6,0.0,0.0,0.0,4.0,0,0,17,571.6,0.0
7,25.0,1.5,4,10.1,1.6,0.0,1.0,12.0,0,17,115,170.5,0.0
21,37.0,3.5,22,15.1,3.0,1.0,3.0,6.0,9,32,60,142.7,2.0
11,15.0,3.5,20,6.7,3.9,0.0,1.0,6.0,1,1,54,119.0,2.0
7,34.0,3.5,10,5.3,3.8,0.0,0.0,2.0,0,0,2,259.3,1.0
21,17.0,1.0,10,2.5,3.2,0.0,1.0,3.0,0,0,0,978.8,0.0
7,21.0,1.0,8,8.1,3.8,0.0,0.0,3.0,0,0,17,924.9,2.0
15,38.0,1.0,6,13.8,1.1,1.0,1.0,4.0,2,6,20,573.2,0.0
10,38.0,1.0,6,15.3,1.1,1.0,3.0,9.0,5,80,112,214.8,0.0
25,32.0,1.0,12,5.3,4.5,0.0,0.0,2.0,0,0,0,1052.0,1.0
24,41.0,2.0,12,3.5,2.5,0.0,0.0,4.0,0,10,20,130.4,1.0
7,19.0,8.5,11,4.3,3.8,1.0,4.0,15.0,20,45,211,317.1,0.0
18,42.0,0.5,3,10.8,5.6,0.0,0.0,6.0,0,0,34,411.7,1.0
14,22.0,10.5,9,7.0,1.4,0.0,0.0,0.0,0,0,3,690.3,1.0
5,23.0,10.5,9,7.1,2.4,0.0,0.0,1.0,1,1,3,286.2,1.0
15,19.0,8.5,9,12.2,2.9,1.0,3.0,14.0,20,96,224,156.4,0.0
12,11.0,8.5,8,10.4,3.4,1.0,6.0,15.0,29,142,225,505.1,1.0
25,42.0,1.0,7,9.3,5.4,6.0,14.0,41.0,45,234,502,106.0,0.0
2,54.0,5.0,7,5.5,1.9,1.0,1.0,3.0,0,0,1,156.8,0.0
25,19.0,3.5,6,3.0,3.7,0.0,0.0,1.0,0,0,0,945.1,2.0
15,32.0,10.5,6,3.9,2.9,0.0,0.0,1.0,0,1,3,608.4,2.0
5,29.0,3.5,6,3.4,3.3,0.0,1.0,3.0,0,0,0,508.0,2.0
24,63.0,1.0,6,2.4,2.7,6.0,14.0,41.0,45,234,502,106.0,0.0
24,27.0,1.0,5,7.5,3.2,6.0,14.0,41.0,45,234,502,106.0,0.0
21,24.0,1.0,4,11.5,3.9,1.0,1.0,4.0,5,10,23,164.6,2.0
19,34.0,6.5,16,19.6,11.7,1.0,1.0,1.0,0,0,0,104.4,0.0
25,34.0,1.0,3,14.6,5.3,0.0,1.0,2.0,0,0,0,869.1,0.0
12,22.0,2.5,2,8.1,4.6,2.0,5.0,12.0,19,31,50,121.4,0.0
17,58.0,22.5,3,12.0,2.0,0.0,1.0,3.0,0,0,0,508.0,1.0
19,82.0,0.5,2,19.9,3.3,2.0,9.0,45.0,24,208,627,527.4,0.0
7,46.0,8.5,2,21.8,3.2,0.0,0.0,0.0,0,0,0,314.3,2.0
17,47.0,0.5,5,30.2,1.4,0.0,0.0,5.0,0,3,22,488.8,0.0
19,50.0,1.0,10,34.1,3.6,0.0,0.0,3.0,0,0,19,251.8,2.0
24,80.0,5.5,7,22.9,1.0,3.0,7.0,35.0,71,242,658,226.0,0.0
17,75.0,0.5,6,22.3,1.8,0.0,1.0,2.0,1,1,13,279.0,2.0
7,65.0,3.0,2,26.0,3.0,0.0,1.0,3.0,2,8,53,389.7,2.0
5,68.0,0.5,5,27.8,1.9,0.0,1.0,4.0,1,3,26,197.2,1.0
19,62.0,0.5,4,27.2,2.2,1.0,1.0,4.0,23,25,61,137.4,2.0
19,61.0,2.0,8,25.1,2.7,1.0,2.0,3.0,12,15,21,78.0,2.0
5,63.0,1.0,19,26.6,2.6,0.0,0.0,6.0,1,3,54,781.2,2.0
17,56.0,2.0,19,25.9,1.9,0.0,1.0,4.0,0,2,27,277.2,0.0
5,71.0,1.0,18,20.9,1.8,0.0,2.0,7.0,1,18,69,258.9,2.0
3,42.0,59.0,7,28.7,1.0,1.0,1.0,3.0,1,2,21,545.4,1.0
15,63.0,1.0,18,24.6,3.5,0.0,0.0,8.0,2,6,95,234.2,2.0
17,62.0,1.0,18,25.3,2.6,0.0,0.0,6.0,1,5,62,241.2,2.0
30,82.0,1.5,18,22.2,0.1,0.0,1.0,3.0,0,0,12,248.7,2.0
2,48.0,0.5,9,24.7,1.5,1.0,1.0,3.0,5,5,6,325.4,0.0
17,58.0,0.5,6,21.7,5.0,0.0,1.0,4.0,0,6,68,352.9,1.0
15,36.0,1.5,20,27.8,2.7,0.0,2.0,11.0,1,3,52,190.6,1.0
19,65.0,1.0,17,22.8,1.6,0.0,0.0,7.0,5,7,69,320.9,1.0
15,61.0,2.0,5,22.9,3.3,0.0,2.0,8.0,49,111,180,182.5,0.0
10,41.0,15.0,5,25.3,2.0,1.0,5.0,10.0,3,94,114,162.2,0.0
21,54.0,1.5,3,22.9,3.4,0.0,5.0,34.0,9,41,355,640.6,2.0
11,58.0,0.5,10,22.7,1.3,0.0,0.0,1.0,0,0,43,29.9,2.0
30,43.0,2.0,16,24.9,0.1,0.0,0.0,7.0,2,7,149,546.6,2.0
25,62.0,1.5,2,19.5,4.1,1.0,3.0,30.0,2,19,408,658.4,0.0
17,65.0,0.5,6,23.1,3.4,0.0,0.0,0.0,0,0,0,105.8,2.0
2,41.0,0.5,4,26.7,2.2,0.0,1.0,3.0,0,0,2,529.9,0.0
15,63.0,2.0,11,20.3,2.1,0.0,0.0,11.0,2,5,110,234.2,0.0
2,57.0,3.5,14,23.5,3.1,0.0,1.0,3.0,5,5,11,105.9,2.0
11,79.0,0.5,7,24.5,3.7,0.0,2.0,7.0,1,4,49,229.1,2.0
8,53.0,9.5,3,24.4,2.4,1.0,1.0,2.0,0,0,0,635.7,2.0
15,27.0,1.0,1,30.2,2.2,0.0,1.0,3.0,0,5,10,616.9,0.0
24,31.0,3.5,7,26.9,2.4,0.0,0.0,3.0,0,0,8,576.0,0.0
19,66.0,1.5,9,22.7,1.5,0.0,1.0,4.0,1,2,30,38.4,2.0
8,45.0,1.0,3,27.0,1.5,0.0,0.0,4.0,0,0,29,361.5,1.0
12,51.0,0.5,3,24.5,1.2,1.0,3.0,12.0,14,111,190,258.5,0.0
5,66.0,3.5,5,22.3,2.7,0.0,1.0,3.0,0,5,7,520.4,0.0
5,94.0,0.9,1,17.9,3.0,0.0,0.0,0.0,0,0,19,331.7,2.0
24,38.0,1.5,3,21.2,3.0,0.0,0.0,19.0,0,0,193,222.5,0.0
8,64.0,65.5,13,10.0,1.0,2.0,9.0,49.0,11,85,834,159.8,0.0
21,26.0,65.5,12,18.6,4.3,4.0,11.0,40.0,58,196,472,115.5,0.0
21,23.0,65.0,12,21.9,2.3,0.0,1.0,9.0,0,0,177,340.1,1.0
19,12.0,20.5,12,19.6,4.7,1.0,7.0,36.0,8,35,435,104.2,0.0
15,26.0,65.5,12,21.3,1.4,1.0,2.0,11.0,0,26,183,242.4,0.0
25,24.0,20.5,12,18.3,3.3,4.0,7.0,38.0,33,81,392,509.7,0.0
19,34.0,15.5,12,16.3,3.0,3.0,8.0,33.0,130,280,651,61.8,0.0
30,97.0,31.0,12,3.7,0.1,0.0,0.0,4.0,0,0,0,238.8,2.0
12,51.0,61.5,11,14.2,3.5,0.0,1.0,4.0,0,2,23,329.0,2.0
7,81.0,47.0,11,9.4,0.7,0.0,0.0,3.0,0,0,2,337.5,1.0
21,54.0,31.0,11,12.0,1.8,0.0,0.0,5.0,0,0,0,538.3,0.0
19,53.0,51.0,11,14.7,2.7,0.0,1.0,4.0,1,4,17,582.6,0.0
25,33.0,97.5,11,16.4,1.9,0.0,0.0,7.0,0,0,38,664.4,1.0
24,40.0,1.5,4,12.4,2.6,0.0,0.0,1.0,0,1,3,616.6,2.0
24,57.0,41.5,11,11.2,2.3,0.0,0.0,2.0,0,0,1,1426.6,2.0
21,65.0,43.5,10,10.1,1.7,0.0,1.0,6.0,0,0,17,158.6,0.0
21,71.0,4.5,3,11.1,3.3,1.0,1.0,9.0,4,4,115,181.3,1.0
21,68.0,47.0,10,12.2,4.4,0.0,0.0,2.0,0,0,2,315.2,1.0
21,79.0,12.5,4,5.6,9.1,0.0,0.0,0.0,0,0,0,880.1,1.0
21,87.0,57.5,10,6.7,3.6,1.0,1.0,4.0,1,1,1,324.6,2.0
14,77.0,15.5,9,10.3,7.0,2.0,8.0,34.0,94,279,667,186.2,2.0
18,66.0,38.0,9,12.3,6.1,0.0,0.0,3.0,0,1,15,107.8,0.0
19,25.0,15.5,8,14.6,3.9,1.0,1.0,4.0,1,1,2,280.0,2.0
21,25.0,31.0,8,15.0,3.2,0.0,0.0,4.0,0,0,0,640.1,1.0
24,29.0,39.5,8,13.3,2.8,1.0,1.0,3.0,0,0,4,257.6,2.0
17,72.0,10.5,6,15.2,3.2,0.0,1.0,2.0,0,0,0,297.0,0.0
10,33.0,21.5,6,18.8,1.2,0.0,3.0,16.0,11,24,206,157.2,0.0
17,28.0,56.0,6,18.9,1.2,1.0,1.0,3.0,0,0,8,266.2,2.0
3,47.0,21.5,6,17.5,1.2,0.0,0.0,4.0,1,1,16,306.5,0.0
12,22.0,22.5,5,22.2,1.0,0.0,0.0,11.0,0,3,113,265.4,2.0
8,77.0,10.5,5,15.3,1.6,0.0,0.0,2.0,0,0,0,1052.0,0.0
2,20.0,56.0,4,23.1,4.7,1.0,1.0,3.0,0,0,4,276.4,0.0
8,30.0,37.5,3,17.5,3.4,1.0,2.0,2.0,0,0,0,178.4,1.0
15,32.0,18.0,3,22.4,1.2,1.0,1.0,9.0,0,7,50,84.6,0.0
7,24.0,23.0,3,24.3,3.8,1.0,1.0,6.0,0,1,29,514.6,2.0
5,15.0,41.5,3,25.1,6.1,0.0,0.0,2.0,0,0,2,1426.6,0.0
18,47.0,13.5,2,19.7,4.7,0.0,0.0,3.0,0,2,38,615.3,2.0
3,53.0,3.5,9,17.8,1.0,0.0,0.0,2.0,0,0,0,739.9,0.0
2,60.0,30.0,9,8.3,1.3,0.0,0.0,5.0,1,2,33,440.8,2.0
15,51.0,3.5,2,11.6,0.8,0.0,1.0,4.0,0,13,40,602.7,2.0
17,32.0,5.0,2,18.3,1.6,1.0,1.0,1.0,0,0,1,1305.3,2.0
24,21.0,4.5,2,22.0,2.6,1.0,1.0,4.0,1,2,5,145.8,2.0
7,25.0,1.0,2,19.8,1.4,1.0,1.0,9.0,1,1,160,112.4,2.0
7,25.0,1.0,2,19.8,1.4,0.0,0.0,10.0,0,0,185,113.1,2.0
17,36.0,4.5,2,19.9,2.9,0.0,2.0,9.0,0,3,106,423.8,0.0
19,33.0,1.5,2,19.4,2.5,0.0,0.0,2.0,0,0,2,730.6,2.0
18,32.0,4.5,2,18.9,1.5,0.0,0.0,3.0,0,1,5,432.5,2.0
21,29.0,3.0,2,17.5,1.9,1.0,2.0,7.0,8,9,43,257.3,2.0
19,46.0,2.5,2,15.0,2.8,2.0,6.0,31.0,54,248,611,101.1,2.0
15,56.0,1.0,2,15.3,1.4,0.0,3.0,10.0,11,115,183,136.7,2.0
24,70.0,1.5,2,13.8,1.4,1.0,1.0,2.0,2,2,3,635.6,0.0
10,80.0,40.0,8,12.5,1.7,0.0,1.0,6.0,4,24,51,217.8,2.0
25,44.0,18.5,8,15.8,3.8,0.0,1.0,4.0,0,0,13,480.5,2.0
11,77.0,1.5,2,12.2,0.7,1.0,1.0,3.0,0,1,14,849.5,0.0
19,82.0,1.5,2,10.7,1.6,0.0,1.0,2.0,0,1,3,293.4,2.0
18,80.0,17.0,8,12.3,0.7,0.0,0.0,7.0,2,10,70,544.4,0.0
11,51.0,5.0,7,17.1,3.5,1.0,4.0,13.0,3,26,47,204.8,1.0
5,79.0,2.5,6,10.0,1.7,0.0,0.0,7.0,0,0,27,418.8,2.0
12,41.0,0.5,4,20.1,2.5,0.0,0.0,6.0,0,0,37,429.6,1.0
17,64.0,46.5,6,17.7,4.2,0.0,0.0,3.0,0,2,57,173.8,0.0
2,54.0,21.5,6,16.0,4.9,0.0,0.0,11.0,0,0,185,307.5,1.0
18,42.0,17.0,5,18.2,2.1,0.0,3.0,10.0,11,115,183,136.7,0.0
10,71.0,4.5,5,12.0,2.4,1.0,1.0,1.0,0,0,0,92.4,0.0
10,52.0,9.0,5,15.0,4.2,1.0,1.0,6.0,0,0,7,107.5,1.0
25,89.0,4.5,4,8.8,2.4,0.0,0.0,1.0,0,0,0,595.9,2.0
7,61.0,13.0,4,14.0,8.1,0.0,0.0,1.0,0,0,5,528.5,0.0
10,27.0,24.5,4,20.0,3.0,1.0,8.0,45.0,19,129,720,179.4,2.0
21,83.0,5.0,4,11.3,1.7,1.0,2.0,11.0,1,1,41,486.5,2.0
5,25.0,8.5,3,14.1,4.0,1.0,3.0,7.0,9,9,42,132.9,1.0
5,54.0,4.0,6,11.4,0.8,0.0,0.0,3.0,1,2,6,933.5,2.0
21,49.0,10.0,6,12.1,1.9,2.0,10.0,36.0,8,72,424,177.9,2.0
11,28.0,1.0,6,19.5,2.1,0.0,0.0,9.0,0,0,178,194.1,0.0
21,18.0,6.5,7,20.9,1.3,0.0,0.0,9.0,0,2,44,276.3,2.0
11,21.0,1.0,6,20.8,2.3,2.0,5.0,11.0,69,170,184,163.9,0.0
21,33.0,10.0,6,17.2,3.3,3.0,7.0,40.0,32,96,419,121.3,0.0
11,40.0,1.0,6,18.3,4.3,0.0,0.0,5.0,1,1,18,145.5,0.0
24,13.0,2.0,6,21.3,2.8,0.0,1.0,5.0,0,0,15,288.9,0.0
8,14.0,6.5,7,22.3,1.7,0.0,0.0,5.0,0,2,23,295.9,1.0
18,27.0,26.5,7,17.6,3.4,2.0,5.0,14.0,77,125,210,162.5,0.0
18,22.0,2.0,6,22.1,2.2,0.0,1.0,6.0,1,1,12,459.1,2.0
25,22.0,1.5,6,20.3,4.0,1.0,1.0,4.0,0,0,2,221.2,2.0
24,24.0,4.0,6,20.9,2.8,0.0,1.0,9.0,0,2,88,632.1,2.0
15,21.0,14.5,7,20.6,4.7,0.0,1.0,2.0,3,3,29,582.1,1.0
24,24.0,0.5,5,20.3,3.1,0.0,2.0,8.0,0,10,45,257.3,2.0
11,26.0,0.5,6,20.6,2.7,0.0,0.0,5.0,0,1,49,379.0,2.0
25,50.0,15.0,6,14.5,3.6,0.0,0.0,2.0,0,0,39,193.0,1.0
19,41.0,8.0,6,17.6,3.7,0.0,0.0,5.0,0,1,34,449.1,2.0
18,22.0,2.0,6,22.1,2.2,0.0,1.0,6.0,0,0,16,158.6,2.0
11,20.0,1.0,6,20.8,2.8,0.0,2.0,9.0,1,100,182,264.0,2.0
12,23.0,1.0,6,21.1,1.6,0.0,2.0,10.0,0,29,182,242.4,1.0
11,30.0,2.0,6,19.9,1.5,0.0,2.0,6.0,4,5,18,348.4,2.0
12,29.0,0.5,6,21.1,2.3,1.0,1.0,6.0,2,3,23,101.0,2.0
21,34.0,10.0,6,18.2,3.6,3.0,12.0,48.0,87,225,762,295.9,0.0
24,14.0,17.5,7,22.0,2.4,1.0,2.0,10.0,0,5,41,633.8,2.0
25,32.0,9.5,6,18.7,4.2,0.0,0.0,20.0,0,0,178,615.8,2.0
25,42.0,8.0,6,16.7,4.1,0.0,1.0,4.0,1,2,29,38.4,2.0
21,39.0,11.0,6,19.0,2.9,3.0,8.0,48.0,17,65,829,480.9,0.0
24,21.0,8.0,6,19.6,2.3,1.0,1.0,3.0,0,0,0,331.1,2.0
18,15.0,15.0,7,21.7,4.0,0.0,0.0,4.0,0,2,90,943.8,0.0
18,35.0,9.5,6,19.2,2.7,0.0,0.0,3.0,0,0,4,382.5,2.0
19,25.0,1.0,6,20.6,2.5,0.0,0.0,10.0,0,2,112,151.4,2.0
3,18.0,6.5,7,20.5,2.3,1.0,1.0,11.0,1,6,54,112.1,0.0
12,24.0,5.5,6,20.1,2.3,0.0,0.0,3.0,0,0,1,883.6,2.0
19,25.0,1.0,6,20.6,2.5,0.0,0.0,7.0,0,0,99,442.5,2.0
24,35.0,0.5,5,18.6,2.8,1.0,2.0,7.0,9,9,42,252.4,2.0
24,22.0,0.5,5,19.6,3.2,0.0,0.0,6.0,0,0,27,515.9,2.0
21,16.0,17.5,7,21.6,1.6,1.0,1.0,10.0,0,6,50,160.5,0.0
12,24.0,5.5,6,20.1,2.3,0.0,1.0,3.0,0,0,0,205.6,2.0
12,48.0,1.0,6,17.2,3.6,0.0,0.0,6.0,0,1,18,220.9,0.0
12,48.0,1.0,6,17.2,3.6,0.0,0.0,4.0,1,1,18,145.5,2.0
24,35.0,0.5,5,18.6,2.8,0.0,0.0,8.0,0,0,26,171.9,2.0
19,35.0,0.5,5,18.2,2.7,0.0,1.0,8.0,0,11,47,91.9,2.0
18,20.0,15.0,7,21.2,1.8,1.0,1.0,7.0,0,0,114,290.8,0.0
18,49.0,11.0,6,16.2,1.4,0.0,2.0,18.0,7,25,203,402.9,2.0
24,28.0,2.5,6,19.9,2.1,0.0,0.0,4.0,0,0,27,361.5,0.0
2,22.0,6.5,7,18.3,2.1,1.0,2.0,9.0,8,10,49,159.8,0.0
7,31.0,2.0,6,17.2,1.2,0.0,0.0,5.0,0,0,69,758.7,2.0
11,33.0,1.0,6,17.1,0.9,0.0,1.0,6.0,0,1,19,614.0,2.0
18,64.0,12.5,6,12.8,4.5,0.0,2.0,24.0,11,17,462,131.3,1.0
7,43.0,0.5,6,15.6,2.5,1.0,1.0,5.0,0,1,46,132.8,2.0
12,50.0,1.0,6,16.2,1.9,0.0,1.0,8.0,2,3,53,85.7,2.0
18,64.0,12.5,6,12.8,4.5,1.0,4.0,27.0,13,179,539,52.7,0.0
10,32.0,0.5,5,16.3,1.1,0.0,0.0,4.0,0,0,4,771.3,2.0
11,43.0,1.0,6,15.8,1.1,1.0,1.0,9.0,3,6,114,72.4,2.0
19,43.0,10.0,6,14.6,1.5,0.0,0.0,19.0,0,0,188,709.5,2.0
7,31.0,2.0,6,17.2,1.2,0.0,0.0,9.0,0,0,172,705.9,2.0
19,65.0,12.5,6,12.0,4.0,2.0,5.0,29.0,72,219,512,173.0,0.0
11,61.0,1.0,6,13.8,1.6,1.0,2.0,5.0,0,0,24,58.3,2.0
12,34.0,1.0,6,15.9,1.1,0.0,1.0,5.0,1,4,40,373.6,1.0
17,32.0,1.0,6,15.1,1.4,0.0,0.0,12.0,1,11,190,182.1,2.0
25,30.0,1.0,5,14.7,2.8,0.0,4.0,10.0,13,66,114,98.6,2.0
24,22.0,4.0,5,15.8,3.0,0.0,0.0,6.0,1,2,14,178.2,2.0
19,20.0,2.0,5,18.0,4.4,0.0,1.0,4.0,0,0,17,345.1,1.0
24,16.0,1.0,5,19.7,1.9,0.0,1.0,10.0,1,11,115,60.6,0.0
25,25.0,4.0,5,16.5,4.7,1.0,1.0,3.0,1,1,4,329.8,2.0
19,27.0,1.0,5,18.2,2.3,0.0,0.0,11.0,0,1,112,50.7,2.0
24,17.0,15.0,6,18.9,4.2,0.0,0.0,7.0,0,0,91,668.5,2.0
21,24.0,2.0,5,17.9,1.2,0.0,2.0,7.0,4,5,18,348.4,2.0
