diravg,humidrel,rainamount,raindays,tempavg,windavg,within_5km,within_10km,within_30km,within_5km_fact,within_10km_fact,within_30km_fact,height,scale_damage
11,27.0,0.5,10,2.6,3.2,3.0,5.0,13.0,11,60,194,147.7,1.0
12,51.0,1.5,34,-0.1,1.0,0.0,0.0,9.0,0,2,44,276.3,2.0
12,30.0,4.5,30,4.1,4.6,0.0,0.0,4.0,0,0,17,393.6,2.0
21,64.0,4.5,29,-1.0,4.2,1.0,1.0,2.0,1,1,3,155.3,2.0
21,33.0,4.0,24,2.0,6.9,0.0,0.0,12.0,0,0,51,747.3,1.0
30,77.0,1.5,19,2.3,0.2,0.0,0.0,5.0,1,7,58,510.9,2.0
15,51.0,2.0,18,9.9,1.4,2.0,4.0,13.0,49,112,192,396.2,1.0
21,30.0,15.0,2,-4.9,1.3,0.0,0.0,5.0,1,1,16,351.8,0.0
19,28.0,9.5,1,-0.6,3.7,0.0,0.0,9.0,0,0,177,169.9,2.0
24,51.0,2.5,31,-0.4,5.0,0.0,1.0,4.0,0,2,47,87.9,2.0
17,55.0,0.5,1,9.6,1.6,2.0,6.0,38.0,65,217,702,210.3,0.0
3,58.0,2.0,4,16.5,3.4,1.0,1.0,10.0,2,4,110,340.6,1.0
3,45.0,3.5,10,7.3,4.6,1.0,6.0,45.0,4,49,670,376.0,0.0
7,24.0,5.0,5,15.3,2.2,3.0,8.0,33.0,140,270,640,61.8,0.0
7,41.0,4.0,13,12.6,3.2,0.0,0.0,3.0,0,0,6,193.0,1.0
17,38.0,6.0,4,13.3,0.8,0.0,0.0,4.0,0,0,3,496.0,0.0
5,47.0,1.5,1,17.7,3.1,0.0,0.0,3.0,1,4,52,54.6,2.0
8,34.0,4.0,12,16.2,2.9,0.0,0.0,10.0,0,0,110,163.1,0.0
2,33.0,2.0,10,11.6,3.8,0.0,0.0,1.0,1,1,22,92.4,2.0
25,48.0,4.0,4,8.0,2.6,1.0,2.0,13.0,2,9,213,605.4,2.0
17,31.0,8.0,3,9.4,1.4,1.0,1.0,5.0,0,0,1,133.6,0.0
12,26.0,4.0,2,9.6,3.8,1.0,2.0,7.0,4,5,18,348.4,2.0
12,30.0,9.5,5,8.3,3.1,0.0,1.0,3.0,0,0,1,467.1,0.0
7,53.0,2.5,1,14.6,3.0,0.0,0.0,1.0,0,0,3,768.2,0.0
25,37.0,12.0,3,16.1,2.4,0.0,1.0,4.0,0,2,30,246.4,0.0
25,31.0,37.5,13,15.1,2.8,0.0,0.0,1.0,0,0,0,1107.8,2.0
10,40.0,3.0,13,16.3,5.1,0.0,0.0,4.0,0,0,9,445.7,0.0
14,29.0,2.0,12,16.2,6.9,0.0,0.0,2.0,0,0,0,1445.7,1.0
25,30.0,10.5,13,16.8,5.5,0.0,0.0,3.0,0,0,0,860.0,1.0
14,40.0,2.0,12,16.2,3.7,0.0,0.0,2.0,0,0,0,1435.6,2.0
12,86.0,8.0,11,9.8,0.8,5.0,11.0,39.0,26,147,497,295.7,0.0
25,48.0,23.5,13,19.7,4.2,0.0,0.0,3.0,0,0,2,331.1,0.0
8,75.0,8.0,8,10.3,1.0,2.0,8.0,41.0,26,175,484,601.0,0.0
10,41.0,19.0,8,20.8,4.5,0.0,0.0,0.0,0,0,8,151.6,2.0
18,33.0,16.0,8,21.9,1.1,0.0,0.0,8.0,0,0,33,588.5,0.0
12,51.0,28.5,7,18.7,2.8,0.0,0.0,1.0,0,3,22,293.6,0.0
3,74.0,1.0,19,17.3,0.8,0.0,1.0,4.0,1,6,47,469.9,0.0
3,52.0,9.5,33,23.6,1.1,0.0,0.0,1.0,0,0,3,1271.2,2.0
10,31.0,25.5,29,28.6,1.0,0.0,0.0,1.0,0,3,12,908.8,2.0
21,48.0,12.0,13,24.7,3.2,0.0,0.0,2.0,0,2,41,247.7,2.0
25,47.0,5.0,18,24.6,1.0,1.0,1.0,2.0,1,1,3,254.2,0.0
25,38.0,1.0,1,19.1,3.0,0.0,0.0,1.0,0,0,0,945.1,2.0
7,30.0,8.5,25,23.6,3.1,0.0,1.0,4.0,1,9,20,408.1,2.0
15,61.0,13.5,26,12.1,0.6,0.0,0.0,4.0,0,0,30,361.5,0.0
19,40.0,35.5,24,18.7,2.3,0.0,1.0,2.0,0,0,0,902.2,2.0
10,32.0,0.5,20,22.2,0.8,0.0,0.0,4.0,0,1,17,543.2,1.0
25,50.0,0.7,13,21.3,1.0,0.0,0.0,2.0,0,0,0,577.8,1.0
11,33.0,18.0,21,27.2,1.4,0.0,0.0,0.0,0,0,0,143.0,2.0
2,30.0,1.0,19,26.7,2.4,0.0,1.0,2.0,1,1,3,281.0,2.0
2,27.0,5.5,20,27.2,3.1,0.0,1.0,4.0,0,1,34,311.3,2.0
8,32.0,11.5,20,23.0,3.3,0.0,0.0,10.0,0,0,185,307.5,0.0
2,32.0,7.0,20,26.0,2.8,0.0,1.0,4.0,0,0,12,117.0,2.0
2,42.0,19.0,18,23.6,3.3,0.0,1.0,3.0,0,5,6,263.7,1.0
3,35.0,7.0,19,24.2,3.4,1.0,2.0,11.0,2,26,183,294.9,0.0
10,67.0,1.5,3,22.8,3.0,1.0,1.0,1.0,0,0,0,70.5,0.0
19,51.0,0.5,12,24.2,2.7,0.0,0.0,1.0,0,0,10,78.2,2.0
7,33.0,5.5,9,24.7,1.1,1.0,1.0,5.0,0,1,37,234.4,2.0
15,36.0,8.0,7,24.7,1.4,1.0,1.0,6.0,0,1,10,338.4,2.0
2,26.0,5.5,7,25.1,4.1,0.0,0.0,2.0,1,2,47,150.5,2.0
7,28.0,8.0,7,26.2,1.9,0.0,1.0,3.0,0,0,12,136.4,1.0
5,44.0,1.5,4,26.0,2.3,0.0,0.0,3.0,0,2,57,71.2,2.0
14,25.7,1.5,2,24.0,6.4,1.0,3.0,11.0,14,48,115,153.7,0.0
21,33.0,6.0,2,30.0,1.9,0.0,1.0,6.0,0,2,54,290.3,0.0
19,77.0,1.5,2,19.3,3.7,0.0,2.0,13.0,3,19,195,154.1,1.0
3,82.0,0.5,9,17.9,0.7,0.0,0.0,3.0,0,0,2,331.1,1.0
25,53.0,2.5,11,24.6,2.3,2.0,8.0,34.0,104,277,665,186.2,1.0
24,38.0,93.0,4,26.8,3.6,4.0,10.0,40.0,49,159,440,115.5,0.0
17,52.0,1.5,6,22.6,4.2,0.0,0.0,1.0,0,0,0,945.1,0.0
14,46.0,3.5,6,25.8,5.8,0.0,0.0,5.0,0,0,37,608.2,0.0
18,45.0,1.5,10,23.7,4.2,0.0,0.0,2.0,0,0,6,1030.5,0.0
17,55.0,1.0,6,20.2,4.1,0.0,1.0,13.0,2,5,147,249.1,2.0
18,19.0,2.0,6,25.7,3.9,1.0,1.0,9.0,4,4,115,100.9,2.0
12,31.0,1.0,12,26.2,1.1,0.0,1.0,2.0,0,0,0,148.5,2.0
5,59.0,1.0,12,20.6,3.2,0.0,1.0,3.0,0,0,0,323.1,1.0
19,27.0,3.0,14,19.8,2.7,0.0,0.0,1.0,1,2,3,277.5,2.0
2,37.0,3.0,11,18.7,2.1,0.0,1.0,2.0,0,0,1,443.9,2.0
8,61.0,1.5,5,10.8,4.9,0.0,1.0,12.0,2,6,186,101.5,0.0
8,39.0,1.0,11,17.0,7.0,0.0,1.0,6.0,2,18,60,404.1,2.0
24,28.0,2.0,2,17.6,1.0,1.0,7.0,43.0,7,175,557,332.9,0.0
25,50.0,1.0,7,23.2,5.6,0.0,1.0,1.0,0,0,0,321.8,1.0
15,69.0,4.0,1,18.5,3.9,0.0,0.0,2.0,0,3,27,557.1,1.0
21,30.0,18.0,11,28.8,4.1,0.0,1.0,12.0,5,5,49,400.4,2.0
21,26.0,1.0,1,30.0,5.8,0.0,0.0,11.0,0,0,47,761.0,2.0
21,42.0,3.5,1,25.6,6.3,1.0,1.0,7.0,1,6,49,47.9,1.0
21,66.0,30.0,10,14.3,0.9,0.0,1.0,3.0,0,5,7,334.8,2.0
18,58.0,2.5,6,18.9,5.6,2.0,6.0,14.0,36,137,200,133.4,1.0
14,60.0,2.5,6,18.8,5.2,1.0,3.0,14.0,12,47,215,639.8,1.0
14,35.0,5.5,5,17.7,3.5,0.0,0.0,1.0,0,0,0,945.1,2.0
21,24.0,30.0,6,17.0,2.9,0.0,0.0,3.0,0,0,8,482.9,2.0
25,41.0,3.5,1,9.8,3.7,3.0,6.0,39.0,40,115,422,121.3,0.0
21,20.0,2.5,2,13.7,4.6,1.0,6.0,14.0,13,113,195,173.3,2.0
18,29.0,1.5,1,22.2,2.3,0.0,1.0,12.0,0,4,170,177.6,1.0
21,31.0,2.5,2,16.1,2.8,0.0,0.0,2.0,0,0,4,876.3,0.0
25,31.0,18.0,3,18.8,2.1,0.0,1.0,6.0,0,1,19,614.0,0.0
14,28.0,60.5,4,17.7,3.5,1.0,1.0,8.0,3,6,83,121.7,0.0
19,27.0,16.5,6,17.0,7.8,0.0,1.0,7.0,0,1,42,107.0,2.0
17,36.0,28.5,6,18.2,3.4,0.0,0.0,8.0,1,4,135,169.4,1.0
14,25.0,11.0,6,16.2,4.5,1.0,5.0,9.0,76,148,183,117.3,1.0
18,26.0,32.0,7,13.6,8.6,0.0,0.0,4.0,3,7,14,339.2,2.0
11,18.0,1.0,3,14.0,5.9,0.0,0.0,3.0,1,2,48,257.9,0.0
12,18.0,20.0,5,16.1,4.6,1.0,1.0,2.0,0,0,6,517.4,1.0
24,16.0,10.0,5,12.6,3.4,1.0,1.0,7.0,0,0,127,230.8,0.0
12,25.0,1.0,5,7.1,5.2,0.0,0.0,3.0,0,0,3,665.1,0.0
21,45.0,1.5,2,20.7,3.2,4.0,11.0,46.0,74,220,726,228.0,0.0
17,43.0,1.5,5,17.7,2.8,1.0,3.0,41.0,6,37,590,234.7,2.0
5,41.0,9.5,5,15.8,2.8,1.0,1.0,10.0,1,8,53,303.2,2.0
21,31.0,1.5,4,12.1,2.8,2.0,13.0,41.0,65,231,533,335.4,0.0
8,32.0,1.5,4,11.0,2.2,1.0,8.0,42.0,12,185,604,527.4,0.0
19,30.0,1.5,4,11.1,1.6,3.0,11.0,49.0,23,108,833,159.8,0.0
24,23.0,7.5,3,20.2,3.4,0.0,0.0,0.0,0,0,19,331.7,0.0
24,16.0,13.0,4,19.2,2.1,0.0,0.0,9.0,1,4,127,630.9,2.0
19,31.0,1.0,9,10.2,1.5,1.0,1.0,3.0,5,5,6,325.4,0.0
19,31.0,1.0,9,10.2,1.5,0.0,0.0,3.0,0,0,8,348.7,0.0
25,23.0,1.5,2,10.1,2.0,1.0,2.0,6.0,2,24,64,40.5,0.0
11,30.0,1.0,14,8.8,5.6,0.0,1.0,3.0,1,4,37,114.1,2.0
7,36.0,2.5,2,8.3,9.2,0.0,1.0,5.0,0,1,45,169.5,1.0
24,30.0,2.5,2,9.1,4.4,0.0,0.0,1.0,3,3,34,281.7,2.0
11,22.0,2.5,2,9.1,3.0,2.0,2.0,16.0,10,19,336,165.1,0.0
7,20.0,6.0,6,9.7,6.9,0.0,0.0,2.0,0,2,29,222.1,1.0
7,25.0,1.5,12,8.6,4.6,0.0,1.0,5.0,2,6,60,46.0,0.0
12,28.0,1.5,11,4.7,4.3,1.0,3.0,6.0,9,32,60,142.7,0.0
11,41.0,3.0,10,4.8,10.7,0.0,0.0,12.0,0,0,56,168.5,0.0
3,61.0,3.5,8,10.6,2.5,2.0,4.0,14.0,75,119,198,152.1,2.0
7,13.0,3.0,21,17.0,1.2,2.0,2.0,29.0,2,6,319,462.3,0.0
12,23.0,6.0,8,10.5,3.4,0.0,1.0,2.0,0,1,16,712.0,0.0
5,58.0,1.0,22,13.1,6.5,3.0,5.0,35.0,69,230,657,226.0,0.0
21,18.0,10.5,8,14.5,2.9,0.0,0.0,6.0,0,0,90,413.0,0.0
10,9.0,2.5,20,18.6,3.4,1.0,1.0,2.0,0,0,1,277.2,2.0
21,17.0,1.5,24,13.0,2.9,0.0,0.0,2.0,0,0,8,443.4,1.0
19,16.0,2.0,8,10.6,2.0,1.0,1.0,10.0,0,9,183,436.5,2.0
18,10.0,2.5,8,14.3,2.2,0.0,1.0,4.0,0,2,7,369.2,2.0
11,19.0,1.5,8,9.3,4.1,0.0,2.0,9.0,20,125,183,336.8,2.0
5,45.0,3.5,8,15.6,3.1,2.0,6.0,14.0,36,137,200,133.4,1.0
11,19.0,1.0,21,12.6,2.1,2.0,8.0,34.0,109,279,667,186.2,2.0
12,15.0,5.0,8,16.2,3.1,0.0,2.0,8.0,0,4,103,238.4,1.0
18,21.0,1.5,24,11.5,4.2,0.0,0.0,2.0,0,0,2,1176.7,0.0
10,19.0,8.5,8,11.8,1.8,0.0,0.0,3.0,0,1,12,488.2,0.0
7,12.0,3.5,8,12.1,2.5,0.0,0.0,4.0,0,0,29,361.5,2.0
2,17.0,1.5,8,10.5,2.0,1.0,5.0,10.0,80,149,183,163.3,0.0
14,61.0,6.5,8,10.8,1.2,0.0,1.0,12.0,1,18,118,232.7,1.0
2,29.0,7.0,10,13.2,3.5,1.0,1.0,5.0,2,2,28,216.6,2.0
21,25.0,8.5,10,13.5,4.0,3.0,6.0,11.0,12,30,47,299.7,0.0
25,55.0,2.0,9,10.3,6.0,1.0,1.0,5.0,0,0,12,262.8,0.0
17,32.0,4.5,9,14.9,5.8,1.0,6.0,38.0,24,61,376,121.3,1.0
21,36.0,3.0,7,13.3,5.5,1.0,1.0,6.0,2,6,155,178.5,0.0
19,40.0,4.2,9,19.9,5.5,1.0,7.0,42.0,1,78,523,510.3,2.0
21,18.0,12.0,9,16.3,5.3,0.0,0.0,2.0,1,3,17,283.6,2.0
14,16.0,2.0,7,18.0,2.8,0.0,1.0,11.0,0,2,188,282.8,2.0
21,21.0,6.0,7,18.6,3.4,0.0,0.0,4.0,0,7,54,204.6,1.0
19,19.0,0.5,7,16.6,4.0,1.0,1.0,5.0,7,11,24,164.6,2.0
21,21.0,8.0,7,19.7,4.4,0.0,0.0,3.0,1,1,30,551.1,2.0
21,27.0,2.0,7,16.8,4.4,0.0,0.0,6.0,0,0,139,501.9,2.0
19,22.0,3.5,9,16.3,5.6,0.0,1.0,3.0,0,0,2,218.7,2.0
19,23.0,2.5,7,16.3,5.1,1.0,1.0,4.0,0,0,16,26.4,1.0
25,23.0,3.0,7,17.1,4.7,0.0,1.0,9.0,0,0,169,167.2,0.0
21,25.0,7.5,9,15.3,4.9,0.0,0.0,1.0,0,0,1,417.9,0.0
19,40.0,2.5,7,12.8,6.4,0.0,1.0,5.0,0,0,87,308.9,0.0
18,41.0,3.0,7,12.6,6.3,1.0,1.0,11.0,0,7,184,287.2,2.0
18,56.0,4.5,9,11.7,6.0,4.0,15.0,49.0,26,201,817,159.8,0.0
19,27.0,5.5,9,13.3,0.9,0.0,0.0,4.0,0,0,4,441.7,1.0
18,31.0,5.0,7,13.9,4.8,0.0,1.0,4.0,0,30,44,207.1,2.0
8,22.0,5.0,7,14.5,1.0,0.0,0.0,4.0,0,0,9,587.9,2.0
2,24.0,8.0,7,13.8,1.1,0.0,0.0,3.0,0,2,23,443.9,0.0
8,22.0,3.0,7,14.5,1.0,0.0,1.0,6.0,0,4,36,384.9,0.0
19,27.0,8.0,7,13.3,0.9,0.0,0.0,4.0,1,1,6,400.4,1.0
19,43.0,5.0,7,10.3,5.1,0.0,0.0,6.0,1,2,32,328.2,1.0
17,26.0,8.0,7,13.1,1.8,0.0,2.0,5.0,1,9,66,116.8,1.0
14,41.0,2.0,9,5.3,4.2,0.0,2.0,7.0,0,10,43,257.3,1.0
25,21.0,3.0,9,13.0,5.4,2.0,8.0,34.0,121,283,663,186.2,1.0
11,16.0,1.5,6,13.3,2.3,0.0,3.0,11.0,16,94,184,201.5,2.0
21,37.0,3.0,8,8.3,5.1,2.0,8.0,36.0,81,270,681,201.8,0.0
3,19.0,10.5,6,14.1,2.3,0.0,0.0,7.0,0,0,100,281.3,0.0
25,48.0,6.5,8,9.8,1.8,0.0,1.0,1.0,0,0,3,313.3,0.0
12,33.0,4.5,7,5.4,4.2,5.0,14.0,46.0,139,240,686,270.9,0.0
21,23.0,4.5,7,8.6,4.4,3.0,11.0,49.0,10,116,825,159.8,0.0
12,18.0,4.5,7,13.8,6.5,0.0,0.0,4.0,0,3,57,603.8,2.0
24,22.0,8.0,5,11.8,2.7,0.0,1.0,6.0,4,13,58,162.8,2.0
7,28.0,2.0,7,16.1,3.7,0.0,1.0,4.0,2,2,40,252.3,2.0
24,19.0,10.5,5,12.6,4.1,0.0,0.0,6.0,0,0,93,203.6,2.0
12,18.0,3.0,5,13.3,11.0,0.0,1.0,10.0,0,0,185,442.3,2.0
12,21.0,6.0,7,10.6,3.9,0.0,1.0,4.0,0,0,3,344.8,1.0
11,27.0,8.0,5,13.6,4.9,0.0,0.0,3.0,0,4,40,866.9,1.0
11,35.0,3.5,5,15.0,5.0,0.0,0.0,4.0,0,0,33,459.6,2.0
11,28.0,2.0,5,8.1,6.6,0.0,0.0,2.0,0,1,21,1038.2,2.0
12,27.0,8.0,5,13.3,4.9,0.0,0.0,3.0,0,0,11,253.8,2.0
12,26.0,6.5,5,11.0,3.5,1.0,4.0,10.0,18,96,114,98.6,2.0
21,52.0,15.5,5,9.3,2.7,0.0,1.0,4.0,1,5,55,308.3,0.0
21,73.0,3.0,6,5.2,5.1,0.0,1.0,7.0,0,0,29,174.5,2.0
24,69.0,4.5,6,10.0,3.0,3.0,7.0,40.0,32,97,421,121.3,0.0
12,20.0,2.5,6,18.6,3.0,0.0,0.0,5.0,0,0,7,268.1,2.0
21,36.0,2.0,6,14.3,7.5,1.0,1.0,5.0,0,1,37,234.4,2.0
5,23.0,6.5,4,16.3,1.4,0.0,0.0,3.0,0,0,8,1162.9,0.0
2,44.0,7.0,6,14.5,0.7,0.0,0.0,3.0,0,0,9,348.7,2.0
18,33.0,3.0,6,15.1,2.8,0.0,2.0,28.0,12,33,537,105.9,0.0
15,16.0,3.5,5,15.8,2.0,0.0,0.0,3.0,0,0,13,240.2,0.0
14,24.0,3.5,3,18.0,2.3,3.0,5.0,13.0,11,60,194,147.7,0.0
11,29.0,4.5,5,11.3,3.7,1.0,3.0,44.0,5,67,808,150.9,0.0
2,25.0,6.0,3,13.7,1.6,1.0,1.0,3.0,22,28,61,178.7,0.0
19,55.0,10.5,4,8.2,6.1,0.0,0.0,0.0,0,2,2,452.5,0.0
14,32.0,6.0,2,12.6,3.3,1.0,1.0,4.0,4,9,47,136.0,0.0
15,17.0,3.0,2,14.6,3.0,1.0,2.0,18.0,9,16,331,326.9,0.0
15,27.0,1.5,2,6.6,1.2,2.0,5.0,13.0,45,169,188,137.4,0.0
10,21.0,1.5,1,6.5,3.6,2.0,5.0,11.0,79,177,184,144.0,0.0
12,19.0,3.0,3,7.9,3.1,2.0,5.0,30.0,77,225,520,217.1,0.0
24,34.0,4.5,3,2.5,2.2,2.0,7.0,39.0,30,96,424,121.3,0.0
21,64.0,3.5,2,10.3,3.4,1.0,1.0,1.0,0,0,0,120.2,1.0
11,34.0,4.5,2,11.6,5.4,4.0,10.0,46.0,60,216,706,228.0,0.0
24,57.0,13.5,1,12.6,1.9,1.0,2.0,5.0,3,9,136,232.6,0.0
5,39.0,3.0,1,15.3,3.7,2.0,6.0,28.0,48,208,509,173.0,0.0
25,58.0,3.0,11,8.0,3.3,2.0,6.0,39.0,14,45,474,141.4,0.0
19,30.0,2.0,14,11.0,2.3,0.0,0.0,2.0,0,3,11,133.5,0.0
21,24.0,1.0,14,12.3,3.4,0.0,0.0,3.0,0,1,29,425.0,2.0
24,25.0,2.0,18,5.9,4.6,1.0,1.0,5.0,6,21,56,347.9,1.0
21,26.0,1.0,18,12.3,4.5,1.0,1.0,9.0,3,6,114,72.4,0.0
19,35.0,1.0,9,11.1,4.9,0.0,0.0,4.0,0,2,12,287.0,0.0
19,36.0,1.0,13,10.8,7.2,0.0,0.0,2.0,1,1,24,724.3,2.0
24,20.0,1.9,14,14.5,3.3,0.0,0.0,2.0,0,0,0,927.7,2.0
15,37.0,1.5,13,-0.8,0.9,1.0,1.0,2.0,0,0,0,146.7,1.0
10,41.0,1.0,18,8.2,4.9,1.0,1.0,5.0,1,3,29,361.8,0.0
25,30.0,10.0,12,1.8,6.1,1.0,1.0,1.0,0,1,5,206.2,0.0
7,43.0,1.5,11,-5.5,6.3,0.0,0.0,2.0,0,0,8,443.4,0.0
24,46.0,1.0,8,-6.4,4.2,3.0,4.0,35.0,49,181,666,395.4,0.0
24,39.0,3.0,8,-5.9,4.0,5.0,13.0,49.0,106,226,793,104.5,0.0
24,16.0,1.5,11,1.2,7.4,0.0,2.0,10.0,0,9,44,427.1,2.0
24,14.0,1.5,11,4.8,7.0,0.0,1.0,13.0,0,15,191,81.8,0.0
7,15.0,1.5,11,4.0,5.0,1.0,4.0,12.0,1,12,51,195.8,0.0
21,37.0,1.0,6,2.7,6.4,0.0,0.0,3.0,0,1,9,338.8,0.0
25,16.0,3.0,6,4.5,3.9,1.0,1.0,1.0,0,0,0,92.4,2.0
7,16.0,1.0,15,4.7,6.4,1.0,1.0,17.0,3,17,292,630.8,2.0
25,30.0,1.0,15,1.3,9.5,0.0,1.0,5.0,1,2,124,175.3,1.0
7,37.0,4.5,28,1.3,4.3,0.0,1.0,6.0,0,1,35,484.3,1.0
25,52.0,1.0,10,11.7,2.5,0.0,2.0,8.0,42,105,181,182.5,0.0
12,53.0,1.5,10,12.4,5.5,2.0,5.0,11.0,18,27,47,134.5,0.0
25,57.0,1.5,10,15.1,6.6,2.0,6.0,15.0,83,136,203,169.1,1.0
25,38.0,9.5,27,15.6,4.4,0.0,1.0,9.0,0,1,40,172.5,0.0
18,27.0,4.5,26,17.7,4.8,0.0,4.0,9.0,48,144,183,336.8,1.0
25,30.0,1.0,13,15.8,2.2,0.0,0.0,5.0,0,3,51,68.4,2.0
19,60.0,4.0,14,15.1,5.1,0.0,0.0,2.0,0,0,3,822.0,2.0
21,28.0,2.0,9,19.7,2.2,1.0,1.0,4.0,2,2,24,275.6,1.0
18,30.0,1.0,7,19.4,2.9,0.0,0.0,8.0,0,0,112,690.0,0.0
14,38.0,1.0,8,15.8,1.5,0.0,1.0,12.0,1,35,188,248.4,0.0
24,8.0,1.5,7,18.3,3.3,1.0,1.0,11.0,0,7,50,84.6,0.0
24,8.0,1.5,7,18.3,3.3,0.0,1.0,11.0,0,5,51,1035.4,0.0
10,26.0,1.0,2,17.7,1.0,0.0,0.0,3.0,0,1,9,338.8,1.0
15,38.0,4.0,7,15.2,3.1,1.0,2.0,6.0,8,31,61,142.7,2.0
25,54.0,1.0,2,10.8,0.6,0.0,1.0,4.0,0,14,45,204.0,1.0
25,16.0,3.0,3,10.1,3.9,4.0,11.0,41.0,50,189,470,115.5,0.0
25,22.0,3.0,3,10.3,4.4,1.0,1.0,11.0,0,1,94,293.9,2.0
18,42.0,1.5,4,17.2,2.1,0.0,1.0,11.0,5,5,48,1083.4,2.0
19,26.0,3.5,29,14.1,8.5,1.0,1.0,1.0,0,0,0,116.9,0.0
25,48.0,2.0,4,14.0,2.5,0.0,0.0,8.0,0,0,27,418.8,2.0
18,47.0,1.5,3,6.7,4.5,2.0,7.0,15.0,90,144,204,404.6,0.0
21,18.0,3.5,13,4.9,2.3,1.0,1.0,8.0,0,0,26,285.1,2.0
25,38.0,3.5,20,-0.4,2.4,1.0,1.0,1.0,0,0,0,104.4,1.0
24,33.0,5.0,11,4.5,3.7,0.0,1.0,11.0,0,1,186,282.8,0.0
7,15.0,2.0,1,8.1,7.9,2.0,5.0,15.0,79,124,202,326.1,2.0
8,50.0,3.5,10,8.8,0.9,0.0,0.0,4.0,1,1,26,201.0,0.0
3,33.0,5.5,11,7.1,2.4,5.0,11.0,39.0,26,147,497,295.7,0.0
17,60.0,4.5,9,4.9,3.7,1.0,4.0,12.0,1,12,51,195.8,0.0
7,13.0,4.0,10,9.6,1.9,1.0,1.0,2.0,0,0,1,277.2,0.0
11,14.0,4.5,9,11.7,2.4,0.0,0.0,4.0,0,0,4,771.3,0.0
2,22.0,1.0,9,10.3,2.6,0.0,1.0,4.0,1,12,54,310.4,2.0
12,27.0,2.0,9,9.8,1.4,0.0,0.0,6.0,0,0,31,97.0,0.0
24,25.0,2.0,9,11.3,1.2,0.0,0.0,2.0,0,0,4,876.3,0.0
15,22.0,4.5,9,12.1,3.3,0.0,2.0,10.0,2,75,113,415.4,0.0
8,22.0,1.5,2,14.0,3.0,0.0,0.0,2.0,1,2,9,418.6,0.0
5,12.0,2.5,2,13.8,3.2,1.0,1.0,4.0,3,5,30,227.7,2.0
5,25.0,5.5,10,8.0,3.1,3.0,9.0,49.0,17,74,835,138.5,0.0
3,23.0,1.0,9,9.3,2.4,0.0,1.0,4.0,12,18,40,199.5,2.0
10,22.0,3.5,9,6.9,2.1,0.0,0.0,4.0,0,1,24,592.1,2.0
3,23.0,4.5,9,9.3,2.4,0.0,4.0,12.0,1,27,51,284.4,0.0
3,20.0,3.5,9,8.6,4.9,0.0,0.0,4.0,0,1,22,592.1,2.0
8,19.0,1.5,2,10.6,2.4,0.0,0.0,4.0,0,1,33,130.3,2.0
25,18.0,5.5,9,6.0,3.2,2.0,6.0,39.0,14,45,474,141.4,0.0
15,51.0,1.8,16,7.5,4.8,1.0,1.0,3.0,0,0,0,635.7,0.0
25,23.0,4.5,9,15.6,1.7,0.0,0.0,5.0,1,1,15,981.8,1.0
21,17.0,5.0,6,15.5,2.6,0.0,0.0,1.0,1,1,4,78.1,0.0
25,30.0,0.5,5,11.2,1.8,1.0,6.0,12.0,6,30,51,132.4,0.0
10,25.0,2.0,6,12.6,0.8,0.0,0.0,3.0,0,0,33,102.0,2.0
18,13.0,5.0,6,14.1,4.4,1.0,1.0,1.0,0,0,0,70.5,0.0
15,21.0,4.5,5,13.7,4.0,0.0,0.0,4.0,2,3,52,361.0,0.0
12,22.0,1.5,5,7.9,1.5,0.0,1.0,2.0,0,0,0,925.1,0.0
21,51.0,12.0,5,7.4,1.8,0.0,1.0,5.0,0,3,41,109.2,0.0
21,29.0,5.5,4,4.6,4.5,5.0,11.0,39.0,26,147,497,295.7,0.0
15,46.0,1.3,4,11.1,4.6,0.0,0.0,1.0,0,0,10,149.1,2.0
21,22.0,5.9,6,11.0,8.9,0.0,0.0,1.0,0,1,2,406.7,0.0
24,19.0,4.0,5,5.0,3.8,0.0,0.0,10.0,0,0,47,836.0,2.0
21,33.0,6.0,5,2.7,1.3,0.0,0.0,6.0,2,2,178,156.3,0.0
24,31.0,8.5,4,-0.5,2.1,1.0,1.0,4.0,5,5,6,263.7,2.0
11,24.0,4.5,3,-1.3,4.5,0.0,2.0,9.0,8,81,183,439.0,0.0
21,34.0,10.0,3,-1.7,4.2,0.0,0.0,4.0,0,0,18,591.5,0.0
11,36.0,8.0,3,-8.8,4.2,0.0,0.0,12.0,3,5,188,229.4,0.0
5,58.0,18.5,17,11.3,2.3,0.0,1.0,5.0,1,2,44,823.4,0.0
14,40.0,15.0,16,12.0,1.1,0.0,0.0,11.0,0,0,188,319.1,0.0
15,49.0,4.5,13,11.7,4.8,0.0,0.0,8.0,0,0,116,135.5,2.0
14,40.0,12.5,16,9.8,1.9,1.0,1.0,4.0,0,3,39,107.8,0.0
12,69.0,18.5,15,-2.2,0.7,1.0,5.0,9.0,76,148,183,117.3,2.0
7,63.0,21.5,15,2.0,1.6,2.0,8.0,33.0,99,280,658,186.2,2.0
5,50.0,10.0,15,7.9,2.3,0.0,0.0,5.0,0,3,54,393.7,2.0
18,35.0,19.5,15,4.0,3.2,0.0,1.0,4.0,0,8,44,74.3,2.0
19,47.0,4.5,12,6.7,3.8,1.0,1.0,9.0,2,4,113,93.6,1.0
14,40.0,12.5,15,1.5,0.7,2.0,6.0,14.0,36,137,200,133.4,1.0
