diravg,dirmax,humidcurr,humidmin,humidrel,ocurcause,ocurdo,rainamount,raindays,riskavg,riskmax,tempavg,windavg,windmax,within_5km,within_10km,within_30km,within_5km_fact,within_10km_fact,within_30km_fact,height,scale_damage
SW, ,0.0,0.0,37.0,입산자실화추정,경남,17.3,6,0.0,0.0,22.7,1.5,0.0,0.0,0.0,3.0,0,1,20,896.7,0.7543704725299298
NW, ,0.0,0.0,17.0,입산자실화추정,충북,7.0,5,0.0,0.0,26.8,4.5,0.0,0.0,0.0,3.0,0,0,10,653.9,0.5054870420636223
NE, ,0.0,0.0,30.0,입산자실화추정,충남,4.0,5,0.0,0.0,23.0,0.7,0.0,0.0,1.0,6.0,1,1,48,61.2,0.9921156487309697
NNE, ,0.0,0.0,19.0,입산자실화추정,울산,2.8,2,0.0,0.0,29.2,4.7,0.0,0.0,3.0,6.0,1,31,60,226.5,-1.1284443367497352
SW, ,0.0,0.0,48.0,산채채취자실화추정,강원,0.7,3,0.0,0.0,18.2,5.0,0.0,1.0,1.0,3.0,0,0,0,508.0,0.5824700846589149
WNW, ,0.0,0.0,25.0,입산자실화추정,전남,5.5,2,0.0,0.0,24.7,3.0,0.0,0.0,1.0,4.0,12,15,41,347.5,1.4853958241440655
SW, ,0.0,0.0,21.0,산채채취자실화추정,강원,0.5,4,0.0,0.0,18.9,2.2,0.0,0.0,0.0,5.0,0,0,0,682.0,-1.5527120857950636
SW, ,0.0,0.0,20.0,입산자실화추정,경남,7.4,4,0.0,0.0,24.0,4.5,0.0,0.0,1.0,4.0,18,23,62,178.7,1.2738957696269844
E, ,0.0,0.0,52.0,입산자실화추정,전남,3.9,19,0.0,0.0,18.7,3.2,0.0,0.0,1.0,3.0,0,4,40,189.9,1.3717183925547727
NW, ,0.0,0.0,26.0,입산자실화추정,충남,0.9,9,0.0,0.0,22.8,0.8,0.0,1.0,1.0,7.0,1,1,55,237.7,1.1448225640108334
WNW, ,0.0,0.0,29.0,입산자실화추정,경남,12.0,9,0.0,0.0,23.3,1.5,0.0,0.0,0.0,3.0,2,2,16,855.6,1.4876908991140299
SW, ,0.0,0.0,42.0,입산자실화추정,광주,1.1,19,0.0,0.0,23.0,1.2,0.0,0.0,1.0,12.0,2,19,117,232.7,1.1830422128020548
NNW, ,0.0,0.0,38.0,산채채취자실화추정,충북,0.5,4,0.0,0.0,21.1,1.8,0.0,0.0,0.0,4.0,0,0,2,524.6,-1.3619792556379255
WSW, ,0.0,0.0,43.0,산채채취자실화추정,전북,8.0,19,0.0,0.0,21.6,2.3,0.0,0.0,0.0,3.0,1,1,6,153.0,1.5386460117682992
SE, ,0.0,0.0,52.0,농산폐기물소각,전남,0.6,15,0.0,0.0,22.2,4.2,0.0,0.0,0.0,0.0,2,2,21,105.3,1.1095386046616427
SSW, ,0.0,0.0,22.0,입산자실화추정,경북,0.7,3,0.0,0.0,22.8,3.8,0.0,0.0,0.0,3.0,0,0,6,1078.9,0.5952338319193828
WSW, ,0.0,0.0,23.0,입산자실화추정,충남,6.0,9,0.0,0.0,20.7,5.0,0.0,0.0,1.0,9.0,0,0,164,498.7,0.7942053758079044
SW, ,0.0,0.0,40.0,산채채취자실화추정,강원,1.3,4,0.0,0.0,21.5,4.0,0.0,0.0,0.0,3.0,0,0,2,331.1,1.1799527030475347
NNW, ,0.0,0.0,30.0,산채채취자실화추정,전북,1.0,9,0.0,0.0,20.5,2.4,0.0,0.0,0.0,4.0,0,0,43,513.2,0.7076213623867943
WNW, ,0.0,0.0,31.0,산채채취자실화추정,전북,8.0,18,0.0,0.0,20.4,3.0,0.0,0.0,0.0,4.0,0,0,28,197.8,-0.4301507778230747
W, ,0.0,0.0,34.0,입산자실화추정,강원,3.2,3,0.0,0.0,15.9,9.8,0.0,0.0,0.0,2.0,0,0,0,1174.1,1.3450761168571173
S, ,0.0,0.0,20.0,입산자실화추정,경남,4.5,8,0.0,0.0,24.3,3.0,0.0,0.0,0.0,2.0,0,4,53,291.2,1.2871957358066517
WNW, ,0.0,0.0,32.0,입산자실화추정,전북,8.0,18,0.0,0.0,20.7,5.6,0.0,1.0,1.0,6.0,1,2,21,640.3,1.3466358149389086
WSW, ,0.0,0.0,31.0,입산자실화추정,충남,3.0,18,0.0,0.0,20.9,6.0,0.0,0.0,0.0,7.0,0,0,63,232.3,1.2995229947359423
NW, ,0.0,0.0,39.0,산채채취자실화추정,전북,1.5,18,0.0,0.0,18.9,4.6,0.0,0.0,0.0,0.0,0,0,2,241.7,1.0651715545502958
S, ,0.0,0.0,26.0,산채채취자실화추정,전북,0.5,7,0.0,0.0,16.7,5.7,0.0,0.0,1.0,2.0,0,0,8,569.5,1.5431729490654336
WNW, ,0.0,0.0,29.0,입산자실화추정,전북,9.9,17,0.0,0.0,21.4,4.7,0.0,0.0,1.0,6.0,0,3,38,291.3,1.1370569458158801
N, ,0.0,0.0,29.0,입산자실화추정,전북,1.5,17,0.0,0.0,20.2,3.5,0.0,0.0,0.0,0.0,0,0,2,241.7,1.593604602290407
WSW, ,0.0,0.0,34.0,논두렁소각,광주,1.1,17,0.0,0.0,20.5,2.0,0.0,0.0,3.0,11.0,6,37,113,172.9,1.0867847553602534
NNE, ,0.0,0.0,66.0,입산자실화,충북,5.0,1,0.0,0.0,7.3,0.5,0.0,0.0,1.0,3.0,0,0,1,467.1,0.67390179832413
WNW, ,0.0,0.0,24.0,산채채취자실화추정,전북,9.9,16,0.0,0.0,20.3,4.8,0.0,0.0,0.0,4.0,0,2,39,213.3,-1.3054279037290109
WNW, ,0.0,0.0,25.0,입산자실화추정,경기,2.5,1,0.0,0.0,20.8,3.5,0.0,1.0,1.0,9.0,10,10,41,229.3,1.2291540588483783
W, ,0.0,0.0,19.0,입산자실화추정,강원,0.5,1,0.0,0.0,20.6,3.4,0.0,0.0,0.0,2.0,0,0,0,635.8,-1.3926942648823688
WSW, ,0.0,0.0,34.0,성묘객실화,전남,1.8,16,0.0,0.0,18.2,5.0,0.0,0.0,0.0,4.0,0,2,51,181.8,-0.03899997754707196
NNW, ,0.0,0.0,39.0,밭두렁소각,충남,0.9,5,0.0,0.0,17.2,1.8,0.0,0.0,2.0,10.0,0,1,169,354.8,-1.1058167438939415
NNW, ,0.0,0.0,51.0,산채채취자실화,전남,1.8,15,0.0,0.0,15.0,9.3,0.0,0.0,0.0,0.0,0,0,0,271.8,1.3676511290362905
WSW, ,0.0,0.0,32.0,입산자실화추정,강원,2.0,14,0.0,0.0,21.0,4.0,0.0,0.0,0.0,2.0,0,0,0,255.6,1.1570368576132242
WNW, ,0.0,0.0,52.0,입산자실화추정,전북,1.0,5,0.0,0.0,17.9,1.9,0.0,0.0,0.0,4.0,0,0,10,256.5,1.5987245717789689
W, ,0.0,0.0,56.0,입산자실화추정,강원,5.7,14,0.0,0.0,23.7,5.0,0.0,0.0,0.0,4.0,0,0,0,427.3,1.1467226899745053
SW, ,0.0,0.0,55.0,산채채취자실화추정,강원,2.0,14,0.0,0.0,23.6,4.7,0.0,0.0,0.0,4.0,0,0,0,461.3,-0.9638676041145595
WSW, ,0.0,0.0,38.0,담뱃불실화추정,충북,12.5,14,0.0,0.0,22.5,5.1,0.0,1.0,1.0,3.0,0,0,1,671.3,1.3503938993801576
NNW, ,0.0,0.0,51.0,산채채취자실화추정,전남,1.8,14,0.0,0.0,18.8,5.8,0.0,0.0,0.0,6.0,2,3,50,84.2,1.6734331557770736
SW, ,0.0,0.0,53.0,입산자실화추정,경기,2.0,14,0.0,0.0,20.8,3.0,0.0,0.0,0.0,3.0,0,0,3,172.5,1.3767694796708294
SW, ,0.0,0.0,58.0,성묘객실화추정,강원,2.0,14,0.0,0.0,22.3,2.5,0.0,0.0,0.0,4.0,0,0,1,590.9,1.316182668346103
NNW, ,0.0,0.0,28.0,입산자실화추정,충북,1.5,3,0.0,0.0,26.3,3.1,0.0,1.0,1.0,10.0,0,28,183,436.5,-0.7457633190827031
정온, ,0.0,0.0,22.0,입산자실화추정,경북,0.5,3,0.0,0.0,27.4,0.2,0.0,0.0,0.0,3.0,0,0,3,852.0,-1.4290428942512456
SW, ,0.0,0.0,38.0,군사훈련,강원,1.6,13,0.0,0.0,29.1,1.7,0.0,1.0,1.0,4.0,0,0,1,439.8,-1.5160514905202178
WSW, ,0.0,0.0,31.0,농산폐기물소각,강원,2.5,13,0.0,0.0,26.1,1.7,0.0,0.0,1.0,2.0,0,0,0,809.2,-0.6340829538192256
WNW, ,0.0,0.0,24.0,군사훈련,경기,4.5,13,0.0,0.0,27.6,3.5,0.0,1.0,1.0,5.0,0,0,8,455.6,1.1159819496754835
NW, ,0.0,0.0,29.0,입산자실화추정,강원,2.4,13,0.0,0.0,26.9,1.2,0.0,0.0,0.0,2.0,0,0,0,1049.2,1.331268889448942
정온, ,0.0,0.0,23.0,담뱃불실화추정,강원,2.0,13,0.0,0.0,26.8,0.0,0.0,1.0,1.0,3.0,0,0,0,331.1,1.2742087810941234
WSW, ,0.0,0.0,26.0,군사훈련,강원,2.0,13,0.0,0.0,23.6,2.8,0.0,0.0,0.0,1.0,0,0,0,672.4,0.7878744366245917
N, ,0.0,0.0,35.0,입산자실화추정,강원,2.5,12,0.0,0.0,18.4,1.5,0.0,1.0,1.0,2.0,0,0,0,1007.3,1.1657570676842517
NE, ,0.0,0.0,21.0,입산자실화추정,강원,2.0,12,0.0,0.0,27.3,5.3,0.0,0.0,1.0,3.0,0,0,0,497.2,0.22565078918140669
NNE, ,0.0,0.0,20.0,잡초소각,경기,4.9,12,0.0,0.0,28.6,3.3,0.0,0.0,0.0,5.0,0,1,5,280.0,1.324304730533754
NW, ,0.0,0.0,22.0,입산자실화추정,대전,0.9,2,0.0,0.0,27.6,1.3,0.0,2.0,5.0,11.0,79,177,184,144.0,1.5134481899462506
SSE, ,0.0,0.0,33.0,어린이불장난,강원,1.6,12,0.0,0.0,28.2,1.5,0.0,0.0,0.0,2.0,0,0,0,883.5,1.4746108959756508
NNW, ,0.0,0.0,35.0,담뱃불실화추정,인천,2.2,12,0.0,0.0,23.7,2.5,0.0,0.0,1.0,9.0,2,2,270,237.2,1.0656217722864607
SW, ,0.0,0.0,27.0,입산자실화추정,경기,4.9,12,0.0,0.0,25.3,2.3,0.0,1.0,1.0,4.0,1,1,2,280.0,1.6245768797525373
WSW, ,0.0,0.0,30.0,입산자실화추정,경기,4.9,12,0.0,0.0,23.5,1.3,0.0,0.0,0.0,2.0,0,0,1,876.1,1.2987993081537634
NNW, ,0.0,0.0,32.0,입산자실화추정,충남,3.0,11,0.0,0.0,26.5,4.0,0.0,0.0,1.0,4.0,1,1,15,575.6,1.6591854089477882
NW, ,0.0,0.0,30.0,입산자실화추정,경기,4.9,11,0.0,0.0,27.7,2.3,0.0,0.0,0.0,18.0,0,3,173,175.2,-1.3520810493522126
WSW, ,0.0,0.0,26.0,군사훈련(폭발물),강원,2.0,11,0.0,0.0,27.2,2.8,0.0,0.0,1.0,3.0,0,0,0,352.8,-1.128557412586102
WNW, ,0.0,0.0,41.0,군사훈련(불발탄발화),강원,1.6,11,0.0,0.0,26.5,3.2,0.0,0.0,0.0,2.0,0,0,0,883.5,0.007578933869113347
NNW, ,0.0,0.0,38.0,입산자실화추정,전북,9.9,11,0.0,0.0,23.5,2.7,0.0,1.0,2.0,5.0,13,25,47,130.5,0.6896486608704411
NW, ,0.0,0.0,41.0,입산자실화추정,경기,4.9,11,0.0,0.0,23.3,2.0,0.0,0.0,0.0,4.0,0,0,2,643.1,1.181906821761182
NE, ,0.0,0.0,42.0,쓰레기소각,강원,4.7,11,0.0,0.0,23.3,3.6,0.0,0.0,2.0,2.0,0,0,0,557.5,1.189683327945913
NNW, ,0.0,0.0,39.0,입산자실화추정,인천,2.2,10,0.0,0.0,22.7,5.5,0.0,0.0,1.0,9.0,2,2,270,237.2,1.2620611390017895
WNW, ,0.0,0.0,51.0,입산자실화추정,전북,8.0,10,0.0,0.0,21.4,2.0,0.0,1.0,1.0,6.0,2,2,24,168.5,1.114044728319426
W, ,0.0,0.0,24.0,입산자실화추정,강원,2.0,10,0.0,0.0,26.7,2.4,0.0,0.0,0.0,4.0,0,0,1,654.1,1.3594136349811838
ESE, ,0.0,0.0,31.0,밭두렁소각,강원,1.2,10,0.0,0.0,18.2,3.7,0.0,0.0,0.0,3.0,0,0,0,1257.0,1.322895820640034
SW, ,0.0,0.0,41.0,무속행위추정,강원,1.6,9,0.0,0.0,28.0,2.5,0.0,0.0,0.0,5.0,0,0,0,802.3,0.9429122300802193
WNW, ,0.0,0.0,28.0,입산자실화추정,강원,2.0,9,0.0,0.0,26.4,1.2,0.0,0.0,0.0,2.0,0,0,0,255.6,1.245311412941217
W, ,0.0,0.0,37.0,논두렁소각,경기,4.9,9,0.0,0.0,25.2,3.7,0.0,1.0,1.0,7.0,0,0,17,285.1,1.1290656584090848
WSW, ,0.0,0.0,51.0,입산자실화추정,강원,1.6,8,0.0,0.0,22.8,2.3,0.0,0.0,0.0,3.0,0,0,2,331.1,-1.562603200764749
SSE, ,0.0,0.0,83.0,농산폐기물소각,강원,12.1,9,0.0,0.0,14.7,7.0,0.0,1.0,1.0,2.0,0,0,0,26.5,1.0271121586553111
NNW, ,0.0,0.0,34.0,쓰레기소각,강원,2.0,8,0.0,0.0,23.3,1.1,0.0,0.0,0.0,3.0,0,0,0,407.5,-0.9840380600660041
N, ,0.0,0.0,48.0,성묘객실화,전남,1.8,7,0.0,0.0,21.7,3.7,0.0,0.0,0.0,0.0,0,0,0,274.5,1.357900682750378
E, ,0.0,0.0,47.0,군사훈련,경북,7.5,8,0.0,0.0,21.7,5.5,0.0,0.0,0.0,8.0,0,0,33,588.5,0.9801430446726628
E, ,0.0,0.0,39.0,담뱃불실화,충북,12.5,7,0.0,0.0,17.4,1.6,0.0,0.0,1.0,2.0,0,0,2,464.2,1.3771278867854084
SW, ,0.0,0.0,18.0,농산폐기물소각,강원,2.0,6,0.0,0.0,27.7,1.8,0.0,0.0,0.0,3.0,0,0,0,866.3,-1.4531271071027876
WNW, ,0.0,0.0,23.0,입산자실화추정,대전,2.5,6,0.0,0.0,24.5,1.7,0.0,1.0,6.0,10.0,51,143,183,317.5,-1.5660830325525308
NW, ,0.0,0.0,24.0,농산폐기물소각,전북,11.5,6,0.0,0.0,22.6,2.6,0.0,0.0,0.0,2.0,0,1,2,539.7,-1.5316455696202533
NNW, ,0.0,0.0,44.0,정신질환자실화,인천,2.2,5,0.0,0.0,16.8,2.2,0.0,0.0,1.0,16.0,14,49,376,167.3,0.9168773351214217
N, ,0.0,0.0,19.0,입산자실화추정,충남,3.0,5,0.0,0.0,27.6,2.5,0.0,0.0,0.0,10.0,0,0,185,113.1,-1.6197379421956963
정온, ,0.0,0.0,16.0,어린이불장난,강원,2.0,5,0.0,0.0,26.8,0.0,0.0,1.0,1.0,3.0,0,0,0,306.4,-1.5872215634779208
N, ,0.0,0.0,19.0,쓰레기소각,충남,10.0,5,0.0,0.0,24.4,2.6,0.0,1.0,1.0,9.0,0,0,171,265.9,1.2642741644925255
ESE, ,0.0,0.0,25.0,농경지소각,강원,1.2,5,0.0,0.0,17.4,4.8,0.0,0.0,1.0,3.0,0,0,0,1150.9,1.208440346286356
SW, ,0.0,0.0,20.0,성묘객실화,경기,4.9,5,0.0,0.0,24.6,1.5,0.0,0.0,1.0,15.0,0,0,94,545.9,1.2282268213811822
WNW, ,0.0,0.0,21.0,성묘객실화,충남,3.0,5,0.0,0.0,26.5,1.6,0.0,0.0,0.0,6.0,0,0,25,93.1,1.1422214053532451
NE, ,0.0,0.0,60.0,쓰레기소각,전남,3.9,5,0.0,0.0,17.1,8.3,0.0,0.0,1.0,4.0,13,19,42,386.0,1.102472605836939
NNW, ,0.0,0.0,19.0,입산자실화추정,대전,2.5,4,0.0,0.0,23.3,1.7,0.0,2.0,5.0,12.0,46,167,187,423.9,0.6937331002056368
정온, ,0.0,0.0,28.0,무속행위추정,충북,6.0,4,0.0,0.0,22.6,0.2,0.0,0.0,0.0,2.0,0,0,4,876.3,-1.6331932720674491
SSW, ,0.0,0.0,35.0,성묘객실화,강원,3.5,3,0.0,0.0,16.0,3.1,0.0,0.0,1.0,1.0,0,0,1,1260.6,0.9597143367445545
S, ,0.0,0.0,18.0,쓰레기소각,강원,4.7,2,0.0,0.0,18.5,4.4,0.0,0.0,0.0,3.0,0,0,0,578.2,-0.7348389498825869
SW, ,0.0,0.0,23.0,쓰레기소각,경기,4.5,2,0.0,0.0,19.5,3.1,0.0,0.0,0.0,19.0,0,0,193,222.5,1.1965758110021305
W, ,0.0,0.0,15.0,입산자실화추정,충남,2.5,2,0.0,0.0,20.1,2.7,0.0,0.0,1.0,6.0,0,1,21,614.0,-1.0098160560894234
W, ,0.0,0.0,16.0,쓰레기소각,강원,12.1,3,0.0,0.0,20.9,3.7,0.0,1.0,1.0,2.0,0,0,0,297.0,-0.09585677227759881
NE, ,0.0,0.0,13.0,입산자실화추정,울산,7.7,2,0.0,0.0,17.2,4.3,0.0,0.0,1.0,11.0,1,6,99,75.9,1.183834413417142
WNW, ,0.0,0.0,24.0,밭두렁소각,강원,11.5,2,0.0,0.0,15.7,2.8,0.0,0.0,0.0,1.0,0,0,0,728.3,-1.4799341800097523
SSW, ,0.0,0.0,51.0,성묘객실화추정,제주,0.6,3,0.0,0.0,15.7,5.3,0.0,0.0,1.0,2.0,1,2,4,169.8,1.6887365565430557
SSW, ,0.0,0.0,37.0,성묘객실화추정,전북,6.5,4,0.0,0.0,18.9,6.9,0.0,0.0,0.0,4.0,0,1,13,287.3,1.4001433801460796
SW, ,0.0,0.0,17.0,밭두렁소각,전북,1.8,3,0.0,0.0,19.7,5.0,0.0,0.0,0.0,5.0,0,0,36,464.9,0.04283529368781214
SSW, ,0.0,0.0,36.0,성묘객실화,전북,6.5,4,0.0,0.0,18.2,3.9,0.0,1.0,1.0,9.0,8,9,56,30.5,1.6476765915538745
ENE, ,0.0,0.0,35.0,낚시꾼실화추정,부산,4.1,3,0.0,0.0,15.8,5.8,0.0,1.0,3.0,12.0,5,88,189,252.4,-1.5785949617202064
SW, ,0.0,0.0,26.0,담뱃불부주의,충북,1.0,2,0.0,0.0,16.3,3.3,0.0,0.0,1.0,6.0,0,0,5,429.8,-1.4415667425208545
S, ,0.0,0.0,26.0,성묘객실화,강원,0.5,2,0.0,0.0,14.3,3.0,0.0,0.0,0.0,2.0,0,0,0,656.1,1.3402390569626077
W, ,0.0,0.0,28.0,밭두렁소각,충남,13.0,3,0.0,0.0,14.3,5.7,0.0,0.0,0.0,10.0,0,0,42,427.7,1.4445100433236169
SSW, ,0.0,0.0,43.0,입산자실화추정,전남,2.0,2,0.0,0.0,14.4,7.0,0.0,1.0,1.0,5.0,9,21,57,482.5,-1.4960994426539975
NW, ,0.0,0.0,20.0,성묘객실화,전남,1.5,2,0.0,0.0,18.3,3.3,0.0,0.0,0.0,8.0,0,0,103,281.3,1.0891033648244117
SW, ,0.0,0.0,33.0,밭두렁소각,경기,10.5,3,0.0,0.0,13.1,7.3,0.0,0.0,3.0,36.0,2,16,523,121.0,-1.4960994426539975
SW, ,0.0,0.0,61.0,입산자실화추정,광주,1.6,4,0.0,0.0,12.1,1.8,0.0,1.0,3.0,11.0,14,46,115,153.7,-1.5316455696202533
NNW, ,0.0,0.0,20.0,입산자실화추정,경기,7.5,5,0.0,0.0,17.2,2.0,0.0,0.0,0.0,4.0,0,2,9,330.4,0.2872605999807198
W, ,0.0,0.0,28.0,농산폐기물소각,충남,15.0,5,0.0,0.0,14.3,1.1,0.0,0.0,0.0,3.0,0,0,12,131.8,-1.6642254140685226
WNW, ,0.0,0.0,30.0,성묘객실화,경기,7.5,5,0.0,0.0,15.5,1.3,0.0,0.0,1.0,22.0,0,2,282,235.5,1.2163954850175123
WSW, ,0.0,0.0,41.0,입산자실화추정,광주,1.6,4,0.0,0.0,15.0,1.7,0.0,0.0,0.0,11.0,0,3,114,265.4,-1.3524652163081712
SW, ,0.0,0.0,44.0,농산폐기물소각,강원,3.0,5,0.0,0.0,14.3,1.2,0.0,0.0,1.0,3.0,0,0,0,396.5,1.5568863407865832
SW, ,0.0,0.0,44.0,담뱃불실화추정,강원,3.0,5,0.0,0.0,14.3,1.2,0.0,0.0,0.0,3.0,0,0,2,331.1,-1.5075915388095509
SE, ,0.0,0.0,33.0,담뱃불실화,전남,9.4,5,0.0,0.0,14.1,2.0,0.0,0.0,0.0,1.0,0,1,1,115.1,1.3480625404833688
WSW, ,0.0,0.0,41.0,쓰레기소각,강원,3.0,4,0.0,0.0,15.2,1.3,0.0,0.0,0.0,4.0,0,0,0,634.6,-1.5506651813599017
W, ,0.0,0.0,18.0,입산자실화추정,경기,3.1,2,0.0,0.0,7.9,5.2,0.0,2.0,4.0,38.0,11,30,452,321.2,-1.1267845435960697
W, ,0.0,0.0,21.0,입산자실화추정,경기,7.5,2,0.0,0.0,8.0,1.8,0.0,0.0,1.0,8.0,0,0,39,423.7,0.9747753178969623
WNW, ,0.0,0.0,44.0,담뱃불실화추정,서울,3.1,2,0.0,0.0,3.8,3.0,0.0,1.0,7.0,41.0,11,124,471,811.1,-1.5170201753743688
W, ,0.0,0.0,11.0,무속행위추정,서울,3.1,1,0.0,0.0,11.7,5.7,0.0,2.0,9.0,45.0,24,208,627,527.4,-0.9890637012624167
WSW, ,0.0,0.0,10.0,입산자실화추정,광주,0.8,2,0.0,0.0,13.4,3.5,0.0,1.0,5.0,9.0,61,81,114,315.7,-1.5134481899462506
W, ,0.0,0.0,43.0,입산자실화,강원,2.1,2,0.0,0.0,8.8,1.0,0.0,0.0,1.0,2.0,0,0,0,232.4,-1.3918486239297412
SW, ,0.0,0.0,23.0,밭두렁소각,전북,6.5,4,0.0,0.0,12.7,2.6,0.0,1.0,1.0,2.0,0,2,4,148.1,-0.8917448745683506
WNW, ,0.0,0.0,62.0,입산자실화추정,강원,3.4,2,0.0,0.0,14.2,3.5,0.0,0.0,1.0,2.0,0,0,0,521.2,-1.3531865185183871
정온, ,0.0,0.0,61.0,쓰레기소각,강원,1.3,6,0.0,0.0,7.0,0.0,0.0,0.0,0.0,2.0,0,0,0,992.7,1.5177980779783842
NNE, ,0.0,0.0,77.0,방화추정,전남,3.1,6,0.0,0.0,10.6,1.8,0.0,1.0,1.0,5.0,10,22,57,337.4,1.4268875305285322
SSW, ,0.0,0.0,27.0,농산폐기물소각,전북,0.5,7,0.0,0.0,16.6,2.9,0.0,0.0,0.0,3.0,0,1,6,361.0,0.31612744851511965
W, ,0.0,0.0,43.0,입산자실화추정,인천,2.5,8,0.0,0.0,12.5,3.3,0.0,3.0,8.0,33.0,140,270,640,61.8,-1.0266463074725163
WSW, ,0.0,0.0,49.0,입산자실화추정,전북,2.2,7,0.0,0.0,12.5,6.2,0.0,0.0,2.0,5.0,3,4,48,161.2,-1.4635633840671782
NE, ,0.0,0.0,25.0,농산폐기물소각,대전,2.8,8,0.0,0.0,16.2,1.7,0.0,0.0,0.0,8.0,0,2,182,537.1,1.372108188173537
NNW, ,0.0,0.0,27.0,농산폐기물소각,충남,1.0,7,0.0,0.0,16.6,0.7,0.0,1.0,1.0,8.0,0,0,154,212.4,-1.648037957024993
NNW, ,0.0,0.0,27.0,입산자실화추정,전북,2.5,7,0.0,0.0,16.9,1.7,0.0,1.0,1.0,6.0,2,2,23,294.5,0.8599415022383776
NNE, ,0.0,0.0,38.0,농산폐기물소각,전남,1.5,6,0.0,0.0,15.0,2.7,0.0,0.0,0.0,3.0,0,0,23,160.8,0.932850067220223
WSW, ,0.0,0.0,24.0,농산폐기물소각,전북,8.0,15,0.0,0.0,15.1,1.8,0.0,0.0,0.0,3.0,0,0,36,657.6,1.4054458240109131
SE, ,0.0,0.0,59.0,입산자실화추정,인천,2.5,8,0.0,0.0,3.8,1.7,0.0,3.0,8.0,33.0,140,270,640,61.8,1.4631903122701246
SW, ,0.0,0.0,23.0,논두렁소각,충남,1.5,7,0.0,0.0,11.6,1.6,0.0,1.0,1.0,4.0,0,3,16,241.9,1.2036790214968396
NW, ,0.0,0.0,42.0,축사전기누전,강원,3.7,7,0.0,0.0,9.7,0.8,0.0,0.0,1.0,3.0,0,0,0,254.5,-1.5602642576825214
NW, ,0.0,0.0,42.0,논두렁소각,강원,3.7,7,0.0,0.0,9.7,0.8,0.0,0.0,0.0,4.0,0,0,2,342.0,-1.5052591143736311
E, ,0.0,0.0,28.0,휴경지소각부주의,충북,5.5,7,0.0,0.0,6.6,2.2,0.0,0.0,1.0,4.0,0,1,3,317.4,1.2695379042549744
ENE, ,0.0,0.0,26.0,밭두렁소각,전북,3.5,6,0.0,0.0,10.1,1.6,0.0,1.0,1.0,4.0,2,5,27,114.9,1.362174231027176
NW, ,0.0,0.0,20.0,입산자실화추정,전북,2.1,5,0.0,0.0,6.7,2.0,0.0,1.0,2.0,5.0,9,27,48,328.7,1.6499326486958719
W, ,0.0,0.0,17.0,쓰레기소각,충북,1.5,6,0.0,0.0,8.8,4.9,0.0,1.0,1.0,3.0,2,2,3,774.3,0.36016678145728337
NNE, ,0.0,0.0,11.0,공장화재,전남,0.8,6,0.0,0.0,10.3,7.0,0.0,1.0,1.0,9.0,2,4,115,73.3,1.1665161199241714
NNW, ,0.0,0.0,25.0,군사훈련,강원,1.3,3,0.0,0.0,8.1,3.2,0.0,0.0,1.0,3.0,0,1,4,485.4,-1.509910232073866
SW, ,0.0,0.0,15.0,논두렁소각,경북,0.5,4,0.0,0.0,11.2,2.6,0.0,0.0,0.0,2.0,0,0,6,262.2,1.1973839901151577
N, ,0.0,0.0,25.0,농산폐기물소각,전남,0.7,4,0.0,0.0,7.4,8.7,0.0,0.0,1.0,5.0,0,1,45,116.3,-0.3466852126257657
NNW, ,0.0,0.0,14.0,성묘객실화,충북,0.5,5,0.0,0.0,7.5,1.6,0.0,1.0,1.0,6.0,0,0,105,397.5,1.309214589962453
NNE, ,0.0,0.0,22.0,논두렁소각,충남,2.5,6,0.0,0.0,5.0,6.7,0.0,0.0,0.0,4.0,0,1,14,107.9,1.277686679486542
WNW, ,0.0,0.0,21.0,낚시꾼화기물부주의,대구,7.5,13,0.0,0.0,9.0,4.5,0.0,1.0,1.0,9.0,0,7,50,84.6,1.2573350846631048
NW, ,0.0,0.0,16.0,농산폐기물소각,전남,1.5,4,0.0,0.0,10.1,5.8,0.0,0.0,0.0,3.0,0,0,36,160.8,1.0397611226985108
NE, ,0.0,0.0,47.0,밭두렁소각,경북,16.0,15,0.0,0.0,7.0,3.4,0.0,0.0,0.0,1.0,0,0,5,642.5,0.9295001194778012
NNW, ,0.0,0.0,22.0,입산자실화추정,전북,2.1,5,0.0,0.0,5.2,2.2,0.0,0.0,1.0,5.0,2,4,39,291.3,-0.8623602530678793
W, ,0.0,0.0,30.0,입산자실화추정,강원,5.0,5,0.0,0.0,8.4,1.3,0.0,0.0,0.0,3.0,0,0,0,713.4,0.734260163494236
NE, ,0.0,0.0,39.0,분신자신,전남,3.1,3,0.0,0.0,9.1,4.7,0.0,0.0,1.0,4.0,13,19,44,199.5,-0.8396472097180506
N, ,0.0,0.0,60.0,휴경지소각부주의,제주,5.0,2,0.0,0.0,7.5,4.0,0.0,0.0,1.0,2.0,0,0,3,117.8,1.6357962437902134
WNW, ,0.0,0.0,33.0,담뱃불실화,충남,2.5,2,0.0,0.0,9.5,2.1,0.0,0.0,1.0,3.0,0,1,17,456.2,-0.8866906890540696
NW, ,0.0,0.0,66.0,입산자실화추정,인천,2.5,1,0.0,0.0,4.2,4.0,0.0,2.0,5.0,33.0,38,179,642,106.1,-1.5279390040530694
S, ,0.0,0.0,16.0,농산폐기물소각,충북,0.8,9,0.0,0.0,18.8,1.7,0.0,0.0,1.0,6.0,0,0,6,256.5,-1.2394723533180119
