diravg,dirmax,humidcurr,humidmin,humidrel,ocurcause,ocurdo,rainamount,raindays,riskavg,riskmax,tempavg,windavg,windmax,within_5km,within_10km,within_30km,within_5km_fact,within_10km_fact,within_30km_fact,height,scale_damage
NE, ,0.0,0.0,22.0,논밭두렁소각,전남,1.5,2,73.0,85.0,14.0,3.0,0.0,0.0,0.0,2.0,1,2,9,418.6,-0.9160935281299729
ESE, ,0.0,0.0,12.0,논밭두렁소각,전남,2.5,2,71.4,85.0,13.8,3.2,0.0,1.0,1.0,4.0,3,5,30,227.7,1.5739830677024607
ESE, ,0.0,0.0,25.0,입산자실화,서울,5.5,10,65.7,78.0,8.0,3.1,0.0,3.0,9.0,49.0,17,74,835,138.5,-1.4570858288577069
ENE, ,0.0,0.0,23.0,논밭두렁소각,전남,1.0,9,79.5,85.0,9.3,2.4,0.0,0.0,1.0,4.0,12,18,40,199.5,1.125087336534432
NNE, ,0.0,0.0,22.0,논밭두렁소각,경남,3.5,9,57.5,79.0,6.9,2.1,0.0,0.0,0.0,4.0,0,1,24,592.1,0.6855316454639032
ENE, ,0.0,0.0,23.0,입산자실화,대구,4.5,9,77.8,85.0,9.3,2.4,0.0,0.0,4.0,12.0,1,27,51,284.4,-1.5459574114200139
ENE, ,0.0,0.0,20.0,논밭두렁소각,경남,3.5,9,57.5,79.0,8.6,4.9,0.0,0.0,0.0,4.0,0,1,22,592.1,1.4608647543182258
NE, ,0.0,0.0,19.0,논밭두렁소각,전남,1.5,2,70.9,84.0,10.6,2.4,0.0,0.0,0.0,4.0,0,1,33,130.3,1.5697331077995744
WSW, ,0.0,0.0,18.0,어린이불장난추정,서울,5.5,9,72.7,85.0,6.0,3.2,0.0,2.0,6.0,39.0,14,45,474,141.4,-1.5034434747744885
SE, ,0.0,0.0,51.0,농산부산물소각,강원,1.8,16,52.8,67.0,7.5,4.8,0.0,1.0,1.0,3.0,0,0,0,635.7,-1.0098160560894234
WSW, ,0.0,0.0,23.0,농산부산물소각,경남,4.5,9,58.6,79.0,15.6,1.7,0.0,0.0,0.0,5.0,1,1,15,981.8,0.26403776250983957
W, ,0.0,0.0,17.0,입산자실화,경북,5.0,6,75.7,85.0,15.5,2.6,0.0,0.0,0.0,1.0,1,1,4,78.1,-1.6656036323213153
WSW, ,0.0,0.0,30.0,입산자실화,대구,0.5,5,77.8,85.0,11.2,1.8,0.0,1.0,6.0,12.0,6,30,51,132.4,-1.680328625327801
NNE, ,0.0,0.0,25.0,논밭두렁소각,전남,2.0,6,70.8,79.0,12.6,0.8,0.0,0.0,0.0,3.0,0,0,33,102.0,1.0467427192048935
SSW, ,0.0,0.0,13.0,쓰레기소각,강원,5.0,6,62.0,79.0,14.1,4.4,0.0,1.0,1.0,1.0,0,0,0,70.5,-1.314302324305885
SE, ,0.0,0.0,21.0,논밭두렁소각,울산,4.5,5,68.9,85.0,13.7,4.0,0.0,0.0,0.0,4.0,2,3,52,361.0,-1.0312888022255555
NW, ,0.0,0.0,22.0,입산자실화,강원,1.5,5,70.5,85.0,7.9,1.5,0.0,0.0,1.0,2.0,0,0,0,925.1,-1.5816300180852294
W, ,0.0,0.0,51.0,쓰레기소각,충남,12.0,5,47.9,67.0,7.4,1.8,0.0,0.0,1.0,5.0,0,3,41,109.2,-1.5075915388095509
W, ,0.0,0.0,29.0,담뱃불실화추정,서울,5.5,4,67.1,79.0,4.6,4.5,0.0,5.0,11.0,39.0,26,147,497,295.7,-1.5104992869934093
SE, ,0.0,0.0,46.0,입산자실화,전남,1.3,4,67.4,73.0,11.1,4.6,0.0,0.0,0.0,1.0,0,0,10,149.1,1.5642509563464244
W, ,0.0,0.0,22.0,입산자실화,경북,5.9,6,76.2,85.0,11.0,8.9,0.0,0.0,0.0,1.0,0,1,2,406.7,-1.1489601860309504
WNW, ,0.0,0.0,19.0,입산자실화,경북,4.0,5,68.1,79.0,5.0,3.8,0.0,0.0,0.0,10.0,0,0,47,836.0,1.0071657948673436
W, ,0.0,0.0,33.0,입산자실화,인천,6.0,5,66.6,79.0,2.7,1.3,0.0,0.0,0.0,6.0,2,2,178,156.3,-1.4146018333276262
WNW, ,0.0,0.0,31.0,입산자실화,경북,8.5,4,66.9,79.0,-0.5,2.1,0.0,1.0,1.0,4.0,5,5,6,263.7,1.0029843906843827
NNW, ,0.0,0.0,24.0,어린이불장난추정,대전,4.5,3,36.1,61.0,-1.3,4.5,0.0,0.0,2.0,9.0,8,81,183,439.0,-1.611696746538295
W, ,0.0,0.0,34.0,입산자실화,경북,10.0,3,30.6,61.0,-1.7,4.2,0.0,0.0,0.0,4.0,0,0,18,591.5,-1.5506651813599017
NNW, ,0.0,0.0,36.0,방화추정,부산,8.0,3,37.5,61.0,-8.8,4.2,0.0,0.0,0.0,12.0,3,5,188,229.4,-1.5701160849143103
ESE, ,0.0,0.0,58.0,농산부산물소각,경남,18.5,17,46.7,61.0,11.3,2.3,0.0,0.0,1.0,5.0,1,2,44,823.4,-1.2440892890740642
S, ,0.0,0.0,40.0,성묘객실화,충북,15.0,16,37.3,67.0,12.0,1.1,0.0,0.0,0.0,11.0,0,0,188,319.1,-1.3279451538746663
SE, ,0.0,0.0,49.0,무속인실화추정,전남,4.5,13,58.0,71.0,11.7,4.8,0.0,0.0,0.0,8.0,0,0,116,135.5,1.6120658742540646
S, ,0.0,0.0,40.0,입산자실화,전남,12.5,16,55.2,67.0,9.8,1.9,0.0,1.0,1.0,4.0,0,3,39,107.8,-1.7064209374682109
NW, ,0.0,0.0,69.0,입산자실화,대전,18.5,15,32.6,46.0,-2.2,0.7,0.0,1.0,5.0,9.0,76,148,183,117.3,1.0663306086456463
N, ,0.0,0.0,63.0,방화추정,인천,21.5,15,53.3,67.0,2.0,1.6,0.0,2.0,8.0,33.0,99,280,658,186.2,1.1122293510391792
ESE, ,0.0,0.0,50.0,입산자실화,전남,10.0,15,78.5,85.0,7.9,2.3,0.0,0.0,0.0,5.0,0,3,54,393.7,0.9418639814705659
SSW, ,0.0,0.0,35.0,입산자실화,충남,19.5,15,43.0,55.0,4.0,3.2,0.0,0.0,1.0,4.0,0,8,44,74.3,1.178936229268422
SW, ,0.0,0.0,47.0,쓰레기소각추정,전남,4.5,12,60.6,73.0,6.7,3.8,0.0,1.0,1.0,9.0,2,4,113,93.6,0.24192094722940916
S, ,0.0,0.0,40.0,입산자실화,부산,12.5,15,68.1,73.0,1.5,0.7,0.0,2.0,6.0,14.0,36,137,200,133.4,-0.0872737758280506
WNW, ,0.0,0.0,53.0,방화추정,인천,21.5,14,49.6,65.0,4.9,4.0,0.0,3.0,4.0,35.0,49,181,666,395.4,-0.9211093337748475
NNW, ,0.0,0.0,54.0,담뱃불실화추정,인천,21.5,14,52.6,67.0,2.0,3.8,0.0,2.0,8.0,33.0,99,280,658,186.2,-1.5223383858261201
WNW, ,0.0,0.0,61.0,공장화재비화,서울,26.5,14,48.4,67.0,2.4,3.0,0.0,2.0,11.0,49.0,10,121,734,312.6,-1.513428059329259
WSW, ,0.0,0.0,24.0,담뱃불실화추정,인천,21.5,12,67.7,79.0,7.4,0.0,0.0,2.0,5.0,33.0,41,195,611,106.1,-0.7034070041927238
SW, ,0.0,0.0,49.0,입산자실화,전남,21.5,12,69.9,79.0,2.7,1.8,0.0,0.0,0.0,5.0,0,0,92,424.7,-1.5145384270407982
WNW, ,0.0,0.0,47.0,입산자실화,전남,21.5,12,71.0,85.0,0.8,0.9,0.0,1.0,1.0,5.0,1,9,64,471.7,-1.5456522708136304
정온, ,0.0,0.0,40.0,낚시꾼실화추정,전남,21.5,12,74.3,85.0,2.7,0.3,0.0,1.0,1.0,5.0,1,9,64,471.7,-1.4981110814332725
NE, ,0.0,0.0,14.0,어린이불장난,경남,1.0,5,62.2,73.0,7.3,3.3,0.0,1.0,1.0,13.0,2,6,203,177.6,-1.6020453013938412
NNW, ,0.0,0.0,42.0,방화추정,인천,21.5,11,67.4,79.0,-1.5,1.5,0.0,3.0,4.0,35.0,49,181,666,395.4,-1.486306153305594
WNW, ,0.0,0.0,48.0,쓰레기소각,충남,18.5,10,43.2,73.0,0.6,1.3,0.0,0.0,1.0,4.0,0,1,15,399.3,0.10217378869720373
N, ,0.0,0.0,37.0,방화추정,인천,21.5,9,62.3,79.0,-1.7,7.2,0.0,3.0,4.0,35.0,49,181,666,395.4,-1.6209805182911166
NW, ,0.0,0.0,17.0,어린이불장난,부산,1.0,3,57.5,67.0,6.7,3.4,0.0,1.0,3.0,16.0,12,73,239,641.3,-1.5247125593875457
정온, ,0.0,0.0,62.0,담뱃불실화추정,경남,17.0,9,57.9,67.0,7.5,0.2,0.0,1.0,2.0,16.0,9,28,287,381.0,0.18462984642011093
NNW, ,0.0,0.0,42.0,농산부산물소각,전남,8.5,6,65.3,73.0,4.8,11.0,0.0,1.0,1.0,3.0,0,1,25,150.3,-0.03333907191911145
NNE, ,0.0,0.0,46.0,입산자실화,전남,8.5,6,60.4,67.0,4.9,10.5,0.0,1.0,2.0,6.0,1,2,48,66.1,-1.5375847595643948
ENE, ,0.0,0.0,60.0,방화추정,울산,15.5,63,62.7,73.0,8.0,2.3,0.0,1.0,4.0,6.0,30,36,60,89.2,1.2049508404307894
NW, ,0.0,0.0,48.0,입산자실화,대구,1.0,21,68.2,79.0,2.5,1.7,0.0,1.0,1.0,10.0,0,6,50,160.5,1.3879681008101896
SW, ,0.0,0.0,36.0,방화추정,인천,0.7,19,73.7,85.0,2.5,2.9,0.0,1.0,5.0,35.0,20,178,691,43.7,-1.2961346882146676
W, ,0.0,0.0,44.0,방화추정,울산,15.5,60,62.7,73.0,-3.7,1.8,0.0,0.0,3.0,5.0,3,27,54,189.8,-1.4766338233036764
NNE, ,0.0,0.0,49.0,밭두렁소각,전남,3.5,17,65.6,79.0,3.8,1.8,0.0,0.0,0.0,0.0,2,2,15,312.5,-1.6020453013938412
NNW, ,0.0,0.0,18.0,방화추정,울산,15.5,58,68.7,79.0,0.8,5.3,0.0,0.0,3.0,5.0,3,27,54,189.8,1.4030941918439281
N, ,0.0,0.0,41.0,입산자실화,경남,36.0,4,64.4,79.0,-0.1,2.6,0.0,0.0,0.0,8.0,0,1,167,161.0,1.0315509093681463
NNW, ,0.0,0.0,37.0,입산자실화,부산,3.0,34,70.5,79.0,-5.5,5.3,0.0,1.0,4.0,13.0,9,48,196,433.6,0.984745657663325
SSW, ,0.0,0.0,32.0,입산자실화,대구,1.0,17,73.2,84.0,-4.6,3.0,0.0,3.0,6.0,12.0,14,30,42,500.5,0.9507217970917652
W, ,0.0,0.0,27.0,축사화재,강원,7.0,40,59.1,85.0,-3.6,5.2,0.0,0.0,0.0,3.0,0,0,0,1310.3,1.062925804662763
N, ,0.0,0.0,24.0,입산자실화,경남,18.0,9,70.4,79.0,-7.4,2.4,0.0,0.0,0.0,13.0,3,9,232,62.2,1.1745832778204073
NW, ,0.0,0.0,31.0,입산자실화,인천,0.9,33,68.8,79.0,-1.1,3.2,0.0,3.0,7.0,32.0,81,246,595,123.1,-1.476400145160031
NW, ,0.0,0.0,33.0,입산자실화,울산,0.6,19,68.7,79.0,-0.2,1.5,0.0,0.0,3.0,5.0,3,28,54,189.8,1.3210046831317461
SE, ,0.0,0.0,53.0,입산자실화,경남,2.5,15,63.4,79.0,-8.6,0.9,0.0,0.0,1.0,4.0,0,3,24,518.6,1.174953200827313
WNW, ,0.0,0.0,31.0,입산자실화,경북,1.0,7,68.6,85.0,-4.5,4.3,0.0,0.0,0.0,11.0,0,0,48,304.7,-1.2089927339923128
NNW, ,0.0,0.0,10.0,입산자실화,경북,2.0,5,75.1,85.0,6.2,6.9,0.0,0.0,0.0,1.0,0,0,1,417.9,-1.4957119982948741
NW, ,0.0,0.0,14.0,쓰레기소각,부산,3.0,30,68.1,73.0,4.0,2.8,0.0,1.0,6.0,14.0,13,113,195,173.3,-1.4722244948746346
W, ,0.0,0.0,19.0,입산자실화,경북,3.0,59,75.7,85.0,0.6,5.4,0.0,0.0,1.0,1.0,1,2,5,141.0,1.2268978933658343
W, ,0.0,0.0,29.0,입산자실화,경북,0.8,18,61.7,79.0,-1.2,4.5,0.0,1.0,1.0,10.0,1,8,53,303.2,1.3271916167587272
W, ,0.0,0.0,31.0,입산자실화,경북,0.8,18,61.7,79.0,-0.8,4.4,0.0,0.0,1.0,3.0,3,4,17,282.3,1.2941518356551756
NW, ,0.0,0.0,28.0,입산자실화,대구,0.8,18,58.1,73.0,8.0,4.2,0.0,3.0,7.0,12.0,21,30,44,106.3,-1.5153199986702846
N, ,0.0,0.0,65.0,입산자실화,경남,21.0,53,51.8,61.0,3.0,4.1,0.0,1.0,2.0,18.0,11,19,339,46.1,-0.5148773015662844
E, ,0.0,0.0,51.0,입산자실화추정,경북,1.0,8,72.3,85.0,0.5,2.3,0.0,0.0,0.0,11.0,0,0,47,466.5,-1.5285783343152328
WNW, ,0.0,0.0,51.0,입산자실화추정,경북,0.9,6,67.6,79.0,-3.4,4.5,0.0,1.0,1.0,3.0,5,5,5,325.4,-0.5167361944702719
NNW, ,0.0,0.0,22.0,논밭두렁소각,부산,3.0,23,70.2,79.0,4.4,2.9,0.0,1.0,1.0,13.0,2,8,215,522.5,-1.2985886609409896
W, ,0.0,0.0,40.0,입산자실화추정,경북,0.8,8,75.5,85.0,-2.4,1.6,0.0,0.0,1.0,9.0,0,0,30,418.8,0.9621217491864089
NE, ,0.0,0.0,52.0,입산자실화추정,강원,1.0,4,50.3,78.0,-8.5,1.4,0.0,0.0,0.0,0.0,0,0,0,978.5,0.17230554048552876
W, ,0.0,0.0,28.0,입산자실화추정,대구,1.0,8,76.1,85.0,-0.8,1.6,0.0,1.0,1.0,10.0,0,6,50,160.5,-0.3713993963797668
SSW, ,0.0,0.0,22.0,입산자실화,경북,8.5,49,75.7,85.0,0.8,7.7,0.0,1.0,2.0,3.0,5,15,20,224.9,0.8389320221094229
W, ,0.0,0.0,31.0,입산자실화추정,경북,5.0,49,66.1,79.0,-0.8,1.6,0.0,0.0,0.0,9.0,0,0,44,551.5,-1.0557635354491235
W, ,0.0,0.0,37.0,입산자실화추정,경북,0.8,6,70.4,85.0,-4.0,1.8,0.0,0.0,1.0,9.0,0,0,30,418.8,0.9779527870673385
NNW, ,0.0,0.0,47.0,담뱃불실화,부산,3.0,21,70.8,79.0,0.8,2.3,0.0,2.0,8.0,14.0,72,154,205,314.7,-0.613565520207431
NNW, ,0.0,0.0,21.0,입산자실화추정,울산,0.6,9,68.7,79.0,-0.5,2.3,0.0,0.0,3.0,5.0,3,27,54,189.8,1.2907870099020464
NNW, ,0.0,0.0,51.0,입산자실화추정,부산,3.0,20,70.4,79.0,-1.5,2.4,0.0,1.0,3.0,16.0,17,99,237,641.3,-1.5173629854962973
NNW, ,0.0,0.0,51.0,입산자실화추정,부산,3.0,20,70.4,79.0,-1.5,2.4,0.0,1.0,4.0,16.0,21,126,236,641.3,-1.6465144934815725
W, ,0.0,0.0,28.0,입산자실화추정,경북,0.8,4,74.8,85.0,-3.7,3.6,0.0,0.0,1.0,3.0,0,2,21,136.8,-1.5693434367596943
N, ,0.0,0.0,55.0,입산자실화추정,부산,3.0,19,64.5,73.0,-0.8,2.1,0.0,1.0,3.0,16.0,17,99,237,641.3,-1.4483158731554036
W, ,0.0,0.0,37.0,쓰레기소각,경남,0.5,21,58.3,73.0,2.7,2.1,0.0,0.0,0.0,8.0,0,2,178,643.8,1.0315273675915357
NW, ,0.0,0.0,42.0,입산자실화추정,전남,3.8,4,74.1,85.0,2.8,5.5,0.0,0.0,0.0,2.0,0,3,33,275.9,1.1697387599525138
W, ,0.0,0.0,67.0,입산자실화추정,부산,3.0,16,64.3,78.0,-2.5,4.5,0.0,0.0,1.0,11.0,1,4,128,154.6,-0.8236173206033752
WNW, ,0.0,0.0,46.0,입산자실화추정,경북,1.3,15,71.9,85.0,2.6,3.2,0.0,0.0,0.0,2.0,0,0,9,459.1,-1.5134481899462506
WNW, ,0.0,0.0,34.0,입산자실화추정,대구,0.8,1,62.9,73.0,0.2,2.2,0.0,2.0,5.0,12.0,19,31,50,121.4,0.6563254324916853
NE, ,0.0,0.0,38.0,입산자실화추정,경남,0.5,13,58.8,67.0,-8.6,2.9,0.0,0.0,1.0,5.0,1,7,150,106.3,0.37750303764361276
W, ,0.0,0.0,44.0,입산자실화추정,경북,1.0,11,44.5,79.0,-6.3,3.4,0.0,1.0,1.0,2.0,4,4,11,439.5,1.0323029628685398
WNW, ,0.0,0.0,44.0,담뱃불실화추정,경남,4.0,14,58.4,67.0,-1.3,2.6,0.0,1.0,1.0,4.0,4,9,48,287.5,1.5037355502606187
NE, ,0.0,0.0,39.0,입산자실화추정,경남,0.5,13,59.8,73.0,-3.0,2.9,0.0,1.0,1.0,5.0,54,89,174,263.9,1.4261249826922553
WNW, ,0.0,0.0,37.0,입산자실화추정,대구,0.8,1,77.0,85.0,-4.9,5.2,0.0,0.0,1.0,11.0,1,7,52,89.7,-1.534497594173937
W, ,0.0,0.0,43.0,입산자실화추정,경남,0.5,20,54.9,67.0,0.5,5.0,0.0,0.0,1.0,3.0,20,25,59,178.7,-0.6743908822455873
WSW, ,0.0,0.0,32.0,입산자실화,경북,8.5,37,73.1,85.0,-4.3,4.0,0.0,0.0,1.0,3.0,0,4,20,479.6,-1.611696746538295
SSW, ,0.0,0.0,49.0,담뱃불실화추정,충북,2.5,11,64.1,79.0,-5.5,5.2,0.0,1.0,1.0,5.0,1,1,1,597.5,-1.5693434367596943
WSW, ,0.0,0.0,23.0,화기물취급부주의,강원,3.0,15,60.2,79.0,-0.2,4.2,0.0,0.0,0.0,1.0,0,0,0,595.9,-1.4391872327022792
WNW, ,0.0,0.0,45.0,입산자실화추정,경북,0.6,11,76.5,85.0,-4.5,2.6,0.0,0.0,0.0,0.0,0,0,1,726.1,1.0107397747323283
SSW, ,0.0,0.0,45.0,입산자실화추정,강원,3.0,17,53.9,67.0,-1.8,7.8,0.0,0.0,0.0,2.0,0,0,0,934.3,-0.8913974022151766
WNW, ,0.0,0.0,59.0,입산자실화추정,부산,3.0,10,67.0,73.0,-1.5,2.7,0.0,2.0,4.0,13.0,49,112,192,396.2,-1.5467979275107184
NNW, ,0.0,0.0,46.0,입산자실화추정,강원,2.5,10,55.1,84.0,-9.9,0.9,0.0,0.0,0.0,1.0,0,0,0,1493.0,-1.5047049872811034
SW, ,0.0,0.0,45.0,입산자실화추정,충북,2.5,9,69.3,79.0,-8.3,1.5,0.0,1.0,1.0,3.0,1,1,1,281.8,-0.7506134529206243
NW, ,0.0,0.0,28.0,입산자실화추정,울산,0.5,9,68.7,79.0,-2.1,5.6,0.0,0.0,3.0,5.0,3,27,54,189.8,1.3310340058653216
NW, ,0.0,0.0,28.0,입산자실화추정,울산,0.5,9,65.8,79.0,-2.1,4.6,0.0,2.0,2.0,6.0,18,34,59,119.8,1.1169427902498417
W, ,0.0,0.0,43.0,입산자실화추정,경북,1.0,8,56.2,79.0,-5.4,3.9,0.0,1.0,1.0,2.0,4,4,11,154.3,1.2593346075275424
N, ,0.0,0.0,33.0,입산자실화추정,강원,0.5,10,44.2,72.0,-8.3,1.5,0.0,0.0,0.0,4.0,0,0,0,1072.9,-1.598771712154457
W, ,0.0,0.0,47.0,버섯재배사화재로인화,경북,0.6,7,60.0,73.0,-4.6,2.7,0.0,0.0,0.0,1.0,0,0,2,867.9,0.9284826813813147
W, ,0.0,0.0,52.0,가옥화재,경북,0.6,6,61.7,79.0,-0.4,2.6,0.0,0.0,0.0,0.0,0,0,1,376.8,-1.3238051370685942
N, ,0.0,0.0,68.0,입산자실화추정,부산,3.0,4,62.0,73.0,1.1,2.3,0.0,3.0,5.0,14.0,32,65,203,77.2,-1.4881109744773415
WNW, ,0.0,0.0,36.0,입산자실화추정,대구,0.6,2,70.7,79.0,1.0,3.2,0.0,1.0,6.0,12.0,4,28,44,658.7,0.8175919379162879
WNW, ,0.0,0.0,30.0,입산자실화추정,울산,0.5,2,63.5,85.0,2.3,6.9,0.0,2.0,2.0,6.0,18,34,59,119.8,-0.5375962393260473
NW, ,0.0,0.0,36.0,전기누전,경남,0.5,1,62.2,73.0,-1.5,2.6,0.0,0.0,1.0,13.0,2,6,162,248.1,-1.426059179672158
N, ,0.0,0.0,40.0,담뱃불실화,부산,20.0,23,63.4,73.0,4.3,2.7,0.0,0.0,2.0,14.0,0,25,224,65.4,-1.6911427956846048
SE, ,0.0,0.0,22.0,입산자실화,대전,4.5,2,47.8,60.0,9.9,2.0,0.0,1.0,5.0,10.0,67,163,183,457.4,-1.5532798384889208
WSW, ,0.0,0.0,55.0,담뱃불실화추정,전남,0.5,1,35.6,55.0,2.4,0.6,0.0,2.0,2.0,4.0,2,33,48,19.9,0.60162455688787
W, ,0.0,0.0,37.0,입산자실화추정,경북,0.5,1,59.1,70.0,9.5,4.3,0.0,0.0,0.0,5.0,1,1,45,160.1,-1.5532798384889208
WNW, ,0.0,0.0,55.0,입산자실화추정,전남,30.5,13,33.6,55.0,7.8,3.5,0.0,0.0,0.0,1.0,0,3,29,284.0,0.6770551711863125
WNW, ,0.0,0.0,60.0,담뱃불실화추정,부산,20.0,17,47.3,55.0,11.9,4.2,0.0,0.0,5.0,14.0,16,78,212,639.8,-1.6421197523172957
SW, ,0.0,0.0,31.0,담뱃불실화추정,경남,18.5,14,44.2,50.0,11.4,1.8,0.0,1.0,1.0,5.0,4,8,71,245.7,-0.33160941332615057
SW, ,0.0,0.0,42.0,입산자실화추정,울산,5.0,14,46.1,55.0,9.3,1.4,0.0,2.0,3.0,6.0,18,36,59,79.7,-1.3888255007250017
W, ,0.0,0.0,44.0,입산자실화추정,대구,15.5,14,41.8,55.0,8.7,1.3,0.0,0.0,1.0,10.0,0,2,42,413.0,1.1462381493829965
W, ,0.0,0.0,56.0,농산부산물소각,충북,2.5,12,32.8,46.0,3.4,0.7,0.0,0.0,1.0,4.0,0,0,15,483.8,0.1919468869961366
S, ,0.0,0.0,50.0,입산자실화추정,강원,2.0,13,42.4,55.0,3.1,1.0,0.0,0.0,0.0,1.0,0,0,0,945.1,-0.723910028207766
N, ,0.0,0.0,35.0,입산자실화추정,전남,9.5,8,59.6,70.0,0.9,3.7,0.0,1.0,1.0,5.0,1,9,64,471.7,-1.5693434367596943
W, ,0.0,0.0,51.0,입산자실화추정,대구,5.0,8,49.8,65.0,0.8,3.2,0.0,2.0,6.0,11.0,11,30,40,199.9,-1.6656036323213153
WNW, ,0.0,0.0,35.0,입산자실화추정,경북,0.5,13,59.6,70.0,4.2,4.2,0.0,0.0,0.0,0.0,0,0,2,1217.7,-0.7397548244645566
W, ,0.0,0.0,45.0,어린이불장난추정,인천,7.0,9,44.5,60.0,0.7,3.8,0.0,3.0,5.0,38.0,77,197,699,122.9,-1.3761733260044733
W, ,0.0,0.0,29.0,입산자실화추정,경북,7.0,9,60.0,70.0,4.8,3.5,0.0,0.0,0.0,7.0,0,0,31,291.1,-1.513907097383996
SE, ,0.0,0.0,49.0,무속인실화,경북,5.0,7,51.2,65.0,9.1,1.8,0.0,0.0,0.0,5.0,0,1,22,784.7,-1.3428516634274805
N, ,0.0,0.0,39.0,쓰레기소각,전남,56.0,7,61.4,70.0,6.1,11.1,0.0,0.0,0.0,0.0,0,0,19,331.7,-1.0429938169816206
WNW, ,0.0,0.0,43.0,입산자실화추정,전북,1.5,7,50.9,64.0,3.9,2.9,0.0,1.0,1.0,6.0,2,2,24,168.5,1.4533414022885123
SSW, ,0.0,0.0,49.0,입산자실화추정,강원,2.0,6,40.7,66.0,9.4,1.1,0.0,0.0,1.0,5.0,0,0,1,610.3,-1.139351490020165
S, ,0.0,0.0,51.0,입산자실화추정,강원,2.0,7,37.5,57.0,-0.8,4.5,0.0,0.0,0.0,1.0,0,0,0,945.1,0.84283061911926
W, ,0.0,0.0,29.0,입산자실화추정,대구,5.0,5,62.1,70.0,5.7,6.0,0.0,0.0,4.0,12.0,1,27,51,284.4,-1.5426833204676682
nnw, ,0.0,0.0,40.0,어린이불장난추정,대전,5.0,8,59.3,70.0,1.9,1.3,0.0,0.0,0.0,9.0,0,0,178,194.1,-1.4848374315836037
NNW, ,0.0,0.0,32.0,어린이불장난추정,서울,1.0,9,55.7,70.0,3.1,1.9,0.0,4.0,10.0,46.0,60,216,706,228.0,-1.5856559490968483
SW, ,0.0,0.0,46.0,담뱃불실화추정,인천,32.5,3,53.7,66.0,14.0,2.5,0.0,0.0,1.0,9.0,1,4,275,98.3,-1.5287429271329112
WSW, ,0.0,0.0,51.0,입산자실화,서울,1.0,3,42.8,52.0,13.9,3.1,0.0,2.0,13.0,41.0,65,231,533,335.4,-1.5889342767464716
NNE, ,0.0,0.0,56.0,입산자실화추정,부산,4.0,8,56.0,60.0,11.2,3.2,0.0,2.0,6.0,14.0,36,137,200,133.4,-1.2900471671500702
NNE, ,0.0,0.0,56.0,조명탄볼티추정,부산,4.0,6,66.1,70.0,17.0,4.1,0.0,1.0,6.0,14.0,13,113,195,173.3,-1.5064664136956838
WNW, ,0.0,0.0,54.0,입산자실화추정,경북,2.0,9,0.0,0.0,15.3,3.2,0.0,1.0,2.0,9.0,6,10,49,163.3,0.7382803358154701
N, ,0.0,0.0,56.0,입산자실화추정,경남,1.5,10,0.0,0.0,12.7,3.8,0.0,0.0,0.0,5.0,2,4,62,95.4,-1.262703966830698
NNE, ,0.0,0.0,53.0,쓰레기소각,전남,8.0,8,0.0,0.0,16.3,7.5,0.0,0.0,0.0,3.0,0,0,35,199.8,1.4184438031472943
SSE, ,0.0,0.0,60.0,쑥밭소각,전남,10.5,5,0.0,0.0,22.3,4.4,0.0,0.0,0.0,0.0,0,0,8,235.1,1.3293989124557655
SSE, ,0.0,0.0,74.0,입산자실화추정,전남,6.5,9,25.4,35.0,21.6,7.1,0.0,0.0,0.0,0.0,1,4,14,125.1,0.924045889404424
NE, ,0.0,0.0,57.0,어린이불장난추정,서울,0.5,4,51.0,60.0,21.0,1.4,0.0,3.0,10.0,48.0,9,107,810,159.8,-1.4961738716392652
ENE, ,0.0,0.0,62.0,입산자실화추정,강원,16.5,2,44.4,80.0,29.1,2.3,0.0,0.0,1.0,1.0,0,0,0,933.6,1.0932647627745369
WSW, ,0.0,0.0,60.0,입산자실화추정,전남,0.5,11,45.3,52.0,25.4,1.0,0.0,0.0,1.0,4.0,12,15,41,347.5,1.3513598600542125
W, ,0.0,0.0,59.0,담뱃불실화추정,강원,8.7,5,44.6,59.0,32.2,1.9,0.0,0.0,0.0,1.0,0,0,0,913.4,0.14649405007169525
SSE, ,0.0,0.0,54.0,입산자실화추정,전북,6.0,27,50.8,59.0,32.3,3.3,0.0,0.0,0.0,4.0,0,0,15,1002.0,-1.618165045820678
WNW, ,0.0,0.0,57.0,군사훈련실화,인천,0.5,6,49.8,76.0,21.7,1.8,0.0,2.0,4.0,34.0,30,125,650,133.4,1.079892821914207
NNE, ,0.0,0.0,53.0,입산자실화추정,경북,0.5,2,48.0,66.0,28.3,1.9,0.0,0.0,0.0,4.0,0,0,17,571.6,-1.553617949759548
WSW, ,0.0,0.0,40.0,농산부산물소각,전남,13.0,13,74.0,84.0,22.0,1.5,0.0,0.0,0.0,11.0,0,0,113,116.9,1.540331452168904
WSW, ,0.0,0.0,44.0,취사행위,강원,0.5,8,51.0,66.0,24.4,2.7,0.0,1.0,1.0,2.0,0,0,0,101.5,-0.5573448309729149
NW, ,0.0,0.0,45.0,입산자실화추정,광주,13.0,12,73.0,84.0,22.1,1.3,0.0,0.0,2.0,10.0,2,75,113,415.4,-1.5316455696202533
NNW, ,0.0,0.0,45.0,입산자실화추정,강원,15.0,10,65.0,90.0,21.2,0.9,0.0,0.0,0.0,0.0,0,0,0,978.5,-0.2654437155368288
